Vehicle_ID,Crash_ID,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit
V2315,20223087,No,No,No,110
V2316,20223048,No,Yes,No,100
V2317,20223155,No,No,No,100
V2318,20228013,No,No,No,60
V2319,20223057,No,No,No,80
V2320,20226002,No,No,No,50
V2321,20223119,No,No,No,60
V2322,20222158,No,No,No,100
V2323,20222043,No,No,No,100
V2324,20221171,No,Yes,No,100
V2325,20226021,No,No,No,100
V2326,20221155,No,No,No,70
V2327,20222055,No,Yes,No,100
V2328,20223096,No,No,No,60
V2329,20223270,No,No,No,80
V2330,20221028,No,No,Yes,110
V2331,20227011,No,No,No,100
V2332,20223261,No,No,No,60
V2333,20228014,No,No,No,80
V2334,20223183,No,No,No,100
V2335,20224009,No,No,No,60
V2336,20222075,Yes,No,Yes,100
V2337,20223185,No,No,No,100
V2338,20223054,No,No,No,100
V2339,20223269,Yes,No,No,60
V2340,20221178,No,No,No,100
V2341,20222202,No,No,No,100
V2342,20228015,No,No,No,60
V2343,20223168,No,No,No,100
V2344,20221065,Yes,No,No,100
V2345,20223110,No,No,No,70
V2346,20223088,No,No,No,80
V2347,20223043,No,No,No,80
V2348,20223197,No,No,No,100
V2349,20223236,No,No,No,80
V2350,20221227,No,No,No,60
V2351,20221100,No,No,No,80
V2352,20223134,No,No,No,80
V2353,20224028,No,No,No,60
V2354,20221221,No,No,No,80
V2355,20221090,No,No,No,50
V2356,20222009,No,No,No,100
V2357,20223006,No,No,No,50
V2358,20223235,No,No,No,100
V2359,20221050,No,No,No,60
V2360,20223273,No,No,Yes,100
V2361,20223190,No,No,No,60
V2362,20223243,No,No,No,70
V2363,20222078,No,No,No,100
V2364,20221263,No,No,No,110
V2365,20223237,Yes,No,No,80
V2366,20226020,No,No,No,80
V2367,20221211,No,No,Yes,100
V2368,20222074,No,No,No,50
V2369,20226012,No,No,No,60
V2370,20221222,No,No,No,100
V2371,20228005,No,No,No,80
V2372,20222096,No,Yes,Yes,110
V2373,20223224,No,No,No,100
V2374,20221144,Yes,No,No,70
V2375,20221146,No,No,No,50
V2376,20223083,No,Yes,No,100
V2377,20226010,No,No,No,100
V2378,20223104,No,No,No,100
V2379,20222025,No,Yes,No,40
V2380,20224047,No,No,No,80
V2381,20227032,No,No,No,60
V2382,20223149,No,No,Yes,70
V2383,20223192,No,No,No,100
V2384,20223106,No,No,No,60
V2385,20224011,No,No,No,60
V2386,20221114,No,No,No,80
V2387,20221236,No,No,No,100
V2388,20221029,No,No,No,50
V2389,20224023,No,No,No,80
V2390,20224046,No,No,No,100
V2391,20222189,No,No,No,100
V2392,20221125,No,No,Yes,60
V2393,20222099,No,Yes,No,80
V2394,20221095,No,No,Yes,80
V2395,20227015,No,No,No,80
V2396,20223040,No,No,No,60
V2397,20221147,No,No,No,60
V2398,20227008,No,No,No,130
V2399,20228012,No,No,No,50
V2400,20221201,No,No,No,80
V2401,20221062,No,No,No,100
V2402,20223020,No,No,No,60
V2403,20222076,No,No,No,80
V2404,20224064,No,No,No,60
V2405,20222238,No,No,No,60
V2406,20224059,No,No,No,110
V2407,20221164,No,No,No,100
V2408,20222170,No,No,No,100
V2409,20221108,No,No,No,50
V2410,20222144,No,No,No,100
V2411,20222038,No,Yes,No,100
V2412,20226029,No,No,No,50
V2413,20221046,No,No,No,110
V2414,20223266,No,No,No,100
V2415,20221196,No,No,Yes,100
V2416,20226031,No,No,No,80
V2417,20222072,No,No,No,60
V2418,20221226,No,No,No,100
V2419,20223035,No,No,No,50
V2420,20221124,No,Yes,No,100
V2421,20221027,No,Yes,No,70
V2422,20221261,No,No,No,80
V2423,20221113,No,No,No,60
V2424,20223196,No,No,No,60
V2425,20221185,No,No,No,60
V2426,20221044,No,No,No,80
V2427,20226001,No,No,No,100
V2428,20224001,No,No,No,90
V2429,20221231,No,No,No,50
V2430,20222084,No,No,No,80
V2431,20221128,No,No,No,100
V2432,20227024,No,No,No,100
V2433,20222066,No,No,No,100
V2434,20221018,No,No,No,80
V2435,20227026,No,No,No,110
V2436,20228010,No,No,No,80
V2437,20223167,No,No,No,80
V2438,20222042,No,No,No,50
V2439,20222034,No,No,No,50
V2440,20226036,No,No,No,50
V2441,20223145,No,No,No,100
V2442,20223036,No,No,No,100
V2443,20224049,No,No,Yes,110
V2444,20222147,No,No,No,100
V2445,20223151,No,No,No,50
V2446,20223109,No,No,No,110
V2447,20221001,No,No,No,100
V2448,20224016,No,No,No,50
V2449,20221200,No,No,No,100
V2450,20222227,No,No,No,60
V2451,20221208,No,No,No,60
V2452,20223056,No,No,No,60
V2453,20226039,No,No,No,100
V2454,20226008,No,No,No,50
V2455,20226017,No,No,No,60
V2456,20221111,No,No,No,60
V2457,20224018,No,No,No,110
V2458,20227036,No,No,No,60
V2459,20222200,No,No,No,60
V2460,20224045,No,Yes,No,60
V2461,20222230,No,No,No,80
V2462,20222173,No,Yes,No,60
V2463,20224004,No,No,No,50
V2464,20221253,No,No,No,100
V2465,20222093,No,No,No,80
V2466,20221238,No,No,No,70
V2467,20221093,No,No,No,70
V2468,20222058,No,No,No,70
V2469,20221157,No,No,No,40
V2470,20223260,No,No,Yes,100
V2471,20224006,No,No,No,110
V2472,20222175,No,No,No,60
V2473,20226018,No,Yes,No,110
V2474,20221072,No,Yes,No,80
V2475,20221076,No,Yes,No,100
V2476,20221251,No,No,No,80
V2477,20224021,No,No,No,80
V2478,20221148,No,No,No,100
V2479,20222080,No,No,No,60
V2480,20222114,No,No,Yes,100
V2481,20223127,No,No,No,80
V2482,20226009,No,No,No,100
V2483,20222145,No,No,No,60
V2484,20222049,No,No,No,100
V2485,20221193,No,No,No,50
V2486,20223072,No,No,No,100
V2487,20223169,No,No,No,100
V2488,20221049,No,No,No,100
V2489,20223225,No,No,Yes,60
V2490,20224003,No,No,No,60
V2491,20221064,No,No,No,80
V2492,20223159,No,No,No,100
V2493,20222185,No,No,No,80
V2494,20223060,No,No,No,60
V2495,20227007,No,No,No,130
V2496,20222081,No,No,No,100
V2497,20222138,No,No,No,80
V2498,20223240,No,No,No,60
V2499,20221084,No,No,No,50
V2500,20221121,No,No,No,100
V2501,20227033,No,No,No,100
V2502,20224042,No,No,No,50
V2503,20227020,No,No,No,80
V2504,20221145,No,No,No,100
V2505,20221066,No,No,No,110
V2506,20221139,No,No,Yes,100
V2507,20223094,No,No,Yes,100
V2508,20221242,No,No,No,70
V2509,20222027,No,No,No,60
V2510,20221223,No,No,No,60
V2511,20223160,No,No,No,60
V2512,20224014,No,No,No,110
V2513,20223017,No,No,No,100
V2514,20223132,No,No,Yes,100
V2515,20221101,No,No,No,70
V2516,20222026,No,No,No,70
V2517,20223245,No,Yes,No,40
V2518,20223200,No,Yes,No,100
V2519,20221019,No,No,No,110
V2520,20224034,No,No,No,60
V2521,20222122,No,No,No,100
V2522,20223215,No,No,No,50
V2523,20223122,No,No,No,100
V2524,20221182,Yes,No,No,60
V2525,20222061,No,No,No,60
V2526,20221247,No,No,No,100
V2527,20221033,No,No,No,90
V2528,20223189,No,No,No,50
V2529,20226035,No,No,No,100
V2530,20221169,No,No,No,70
V2531,20221207,No,No,No,70
V2532,20223250,No,No,No,100
V2533,20226014,No,No,No,70
V2534,20223232,No,No,No,100
V2535,20221088,No,No,No,50
V2536,20221165,No,No,No,100
V2537,20222234,No,No,No,100
V2538,20221204,No,No,No,100
V2539,20222134,No,Yes,No,100
V2540,20226013,No,No,No,100
V2541,20223175,No,No,No,50
V2542,20223263,No,No,No,60
V2543,20222020,No,No,No,100
V2544,20223001,No,No,No,100
V2545,20221119,No,No,No,60
V2546,20221138,No,No,No,70
V2547,20223205,No,No,No,60
V2548,20221063,No,No,No,60
V2549,20227004,No,No,No,100
V2550,20223112,No,No,No,50
V2551,20222161,No,No,No,60
V2552,20222235,No,No,No,60
V2553,20222150,No,No,No,100
V2554,20223066,No,No,No,100
V2555,20223069,Yes,No,No,60
V2556,20223137,No,No,Yes,100
V2557,20223194,No,No,No,50
V2558,20223268,No,No,No,60
V2559,20223124,No,No,No,60
V2560,20221036,No,No,No,100
V2561,20223084,No,No,No,60
V2562,20221172,No,Yes,No,100
V2563,20222048,No,No,No,100
V2564,20221134,No,No,No,50
V2565,20223251,No,No,No,60
V2566,20222113,No,No,No,100
V2567,20222017,No,No,No,70
V2568,20221069,No,No,No,100
V2569,20223213,No,No,No,70
V2570,20222070,No,No,No,50
V2571,20223229,No,No,No,100
V2572,20223187,No,No,No,50
V2573,20222130,No,No,No,50
V2574,20221023,No,No,No,80
V2575,20221038,No,Yes,No,80
V2576,20227030,No,No,No,70
V2577,20221083,No,No,Yes,80
V2578,20224031,No,No,No,60
V2579,20222213,No,No,No,50
V2580,20221206,No,No,No,80
V2581,20227010,No,No,Yes,90
V2582,20224027,No,No,No,80
V2583,20223130,No,No,No,100
V2584,20222083,No,No,No,100
V2585,20223126,No,No,No,100
V2586,20223144,No,No,No,60
V2587,20221032,No,No,No,80
V2588,20221156,No,No,No,80
V2589,20224029,No,No,No,100
V2590,20224063,No,No,No,100
V2591,20223027,No,No,No,70
V2592,20224022,No,No,No,100
V2593,20221130,No,No,No,50
V2594,20222082,No,No,No,80
V2595,20222097,No,No,No,60
V2596,20223244,No,No,No,60
V2597,20221260,No,No,No,100
V2598,20221167,No,No,No,110
V2599,20222228,No,No,No,100
V2600,20221005,No,No,No,80
V2601,20223255,No,No,No,60
V2602,20223079,No,No,No,100
V2603,20222188,No,No,No,100
V2604,20228011,No,No,No,80
V2605,20226025,No,No,No,100
V2606,20223207,No,No,No,50
V2607,20222086,No,No,No,100
V2608,20221045,No,No,No,60
V2609,20223007,No,Yes,No,50
V2610,20226032,No,No,No,80
V2611,20221117,No,No,No,100
V2612,20222107,No,No,No,80
V2613,20221104,No,No,No,60
V2614,20221218,No,No,No,80
V2615,20224052,No,No,No,110
V2616,20223182,No,No,No,60
V2617,20222155,No,No,Yes,100
V2618,20226028,No,No,No,40
V2619,20222045,No,No,No,50
V2620,20223161,No,Yes,No,100
V2621,20224039,No,No,No,100
V2622,20221142,No,Yes,No,50
V2623,20223231,No,Yes,No,70
V2624,20222146,No,No,No,100
V2625,20222039,No,Yes,No,80
V2626,20221160,No,No,No,110
V2627,20221137,No,No,No,100
V2628,20223227,No,No,No,60
V2629,20221022,No,No,No,40
V2630,20227035,No,No,No,50
V2631,20223009,No,No,No,100
V2632,20223165,No,No,No,60
V2633,20223019,No,No,No,60
V2634,20222201,No,No,No,60
V2635,20222050,No,No,No,100
V2636,20223081,No,No,No,110
V2637,20223210,No,No,No,50
V2638,20223116,No,No,No,100
V2639,20221041,Yes,Yes,No,80
V2640,20222088,No,No,No,100
V2641,20224010,No,No,No,100
V2642,20221216,No,No,No,70
V2643,20223267,No,No,Yes,100
V2644,20223030,No,No,No,100
V2645,20221007,No,No,No,90
V2646,20223176,No,No,No,100
V2647,20221246,No,No,No,100
V2648,20223022,No,No,No,60
V2649,20223230,No,No,No,100
V2650,20221021,No,No,No,80
V2651,20222087,No,No,No,100
V2652,20223184,No,No,No,40
V2653,20224030,No,No,No,80
V2654,20222179,No,No,No,100
V2655,20222118,No,No,No,50
V2656,20224005,No,No,No,80
V2657,20221048,No,No,No,60
V2658,20223140,No,No,No,60
V2659,20223092,No,No,No,110
V2660,20221014,No,No,No,100
V2661,20221057,No,No,No,100
V2662,20222116,No,Yes,No,70
V2663,20223047,No,No,No,60
V2664,20222056,No,No,No,100
V2665,20222203,No,No,No,80
V2666,20223257,No,No,Yes,60
V2667,20223128,No,No,No,100
V2668,20222160,No,No,No,70
V2669,20222053,No,No,No,60
V2670,20221183,No,No,No,80
V2671,20222110,No,No,No,100
V2672,20221224,No,No,No,100
V2673,20221259,No,No,No,80
V2674,20221228,No,No,No,100
V2675,20221198,No,No,No,100
V2676,20223195,No,No,No,70
V2677,20221034,No,No,Yes,100
V2678,20221115,No,No,No,60
V2679,20223211,No,No,Yes,100
V2680,20221075,No,No,No,100
V2681,20223089,No,No,No,100
V2682,20222162,No,No,No,90
V2683,20222065,No,No,No,100
V2684,20221159,No,No,No,80
V2685,20222046,No,No,No,100
V2686,20221068,No,No,Yes,100
V2687,20222174,No,No,No,100
V2688,20223041,No,No,No,80
V2689,20226022,No,No,No,110
V2690,20221020,No,No,No,100
V2691,20223133,No,No,Yes,100
V2692,20222062,No,No,No,80
V2693,20221254,No,Yes,No,100
V2694,20222007,No,Yes,No,100
V2695,20223233,No,No,No,100
V2696,20221241,No,No,Yes,100
V2697,20227006,No,No,No,110
V2698,20222212,No,No,No,100
V2699,20221229,No,No,No,70
V2700,20226033,No,Yes,No,60
V2701,20222041,No,No,No,60
V2702,20221186,No,No,No,50
V2703,20227034,No,No,Yes,130
V2704,20224048,No,Yes,No,50
V2705,20221214,No,No,No,60
V2706,20223142,No,Yes,No,80
V2707,20222100,No,No,No,100
V2708,20223021,No,No,No,60
V2709,20221158,No,No,No,60
V2710,20222117,No,No,No,80
V2711,20221154,No,Yes,No,110
V2712,20227019,No,No,No,100
V2713,20221024,No,No,No,100
V2714,20222186,No,No,No,60
V2715,20224017,No,No,No,50
V2716,20222219,No,No,No,70
V2717,20228001,No,No,No,80
V2718,20222125,No,No,No,100
V2719,20226024,No,No,No,110
V2720,20213216,No,No,No,100
V2721,20212172,No,No,No,70
V2722,20215133,No,No,No,100
V2723,20213127,No,No,No,40
V2724,20212142,No,No,No,100
V2725,20212161,No,No,Yes,100
V2726,20211232,No,No,No,50
V2727,20212205,No,No,No,80
V2728,20211018,No,No,No,100
V2729,20212026,No,Yes,No,100
V2730,20217020,No,No,No,90
V2731,20216011,No,No,No,100
V2732,20212157,No,No,No,50
V2733,20213119,No,No,No,60
V2734,20212051,No,No,No,60
V2735,20211130,No,No,No,60
V2736,20217003,No,No,No,110
V2737,20213226,No,No,No,80
V2738,20217025,No,No,No,50
V2739,20213164,No,No,Yes,100
V2740,20211254,No,No,No,100
V2741,20212108,No,No,No,100
V2742,20213187,No,No,Yes,100
V2743,20212145,No,No,No,110
V2744,20214071,No,No,No,60
V2745,20211225,No,No,No,80
V2746,20211166,No,No,No,50
V2747,20211178,No,No,No,50
V2748,20214004,No,No,No,80
V2749,20211200,No,No,No,80
V2750,20215156,No,No,No,50
V2751,20211155,No,No,No,100
V2752,20211170,No,No,No,60
V2753,20215047,No,No,No,110
V2754,20212198,No,No,No,60
V2755,20212013,No,No,No,100
V2756,20214049,No,No,Yes,110
V2757,20213006,No,No,No,50
V2758,20211017,No,No,No,100
V2759,20214075,No,No,No,100
V2760,20213162,No,No,No,60
V2761,20217007,No,No,No,50
V2762,20211124,No,No,No,80
V2763,20215063,No,No,No,80
V2764,20211075,No,No,No,80
V2765,20211174,No,No,Yes,100
V2766,20211229,No,No,No,50
V2767,20213008,No,No,No,110
V2768,20213150,No,No,No,80
V2769,20211133,No,Yes,No,60
V2770,20211042,No,No,No,100
V2771,20212133,No,No,No,50
V2772,20212194,No,No,No,60
V2773,20212196,No,No,No,100
V2774,20213195,No,No,No,80
V2775,20212129,No,No,No,80
V2776,20215152,No,No,No,80
V2777,20215013,No,No,No,110
V2778,20215078,No,No,No,60
V2779,20216018,No,No,No,80
V2780,20211250,No,No,No,70
V2781,20216010,No,No,No,80
V2782,20211039,No,No,No,100
V2783,20211131,No,No,No,100
V2784,20214022,No,No,No,100
V2785,20211246,No,No,Yes,80
V2786,20214015,No,No,No,110
V2787,20211031,No,No,No,70
V2788,20212030,No,No,No,100
V2789,20212067,No,No,No,100
V2790,20211081,No,No,No,50
V2791,20211181,No,No,No,60
V2792,20215057,No,Yes,No,50
V2793,20214074,No,No,No,110
V2794,20215150,No,Yes,No,100
V2795,20213228,No,No,No,50
V2796,20211027,No,No,No,70
V2797,20211087,No,No,No,100
V2798,20211086,No,Yes,No,60
V2799,20211242,No,Yes,No,100
V2800,20215054,No,No,No,90
V2801,20215144,No,No,No,110
V2802,20211147,No,No,No,80
V2803,20211194,No,No,No,70
V2804,20213247,No,No,No,50
V2805,20211146,No,Yes,No,50
V2806,20212029,No,No,No,60
V2807,20213206,No,No,No,100
V2808,20216016,No,No,No,100
V2809,20211164,No,No,Yes,100
V2810,20211009,No,No,No,50
V2811,20212162,No,No,Yes,110
V2812,20213242,No,No,No,100
V2813,20212075,No,No,No,100
V2814,20213086,No,No,No,100
V2815,20211235,No,No,No,50
V2816,20211025,No,Yes,No,100
V2817,20213175,No,Yes,No,100
V2818,20212078,No,No,No,100
V2819,20211058,No,No,No,100
V2820,20212153,No,No,No,60
V2821,20211167,No,No,No,80
V2822,20212167,No,No,No,100
V2823,20211215,No,No,No,100
V2824,20213154,No,Yes,No,50
V2825,20211205,No,Yes,No,80
V2826,20215151,No,No,No,60
V2827,20215066,No,No,No,110
V2828,20212113,No,Yes,No,40
V2829,20214077,No,No,No,110
V2830,20211013,No,Yes,No,60
V2831,20211103,No,No,No,50
V2832,20211085,No,Yes,No,70
V2833,20213026,No,No,No,100
V2834,20217018,Yes,No,No,70
V2835,20213052,No,No,No,60
V2836,20213031,No,No,No,80
V2837,20213153,No,No,No,60
V2838,20214027,No,No,No,60
V2839,20215076,No,No,No,80
V2840,20216032,No,No,No,100
V2841,20214020,No,No,Yes,50
V2842,20211097,No,No,No,80
V2843,20212061,No,No,No,100
V2844,20213071,No,No,No,100
V2845,20212176,No,No,No,100
V2846,20212136,No,No,No,80
V2847,20214084,No,No,No,80
V2848,20215105,No,No,No,60
V2849,20214056,No,No,No,80
V2850,20211024,No,No,No,40
V2851,20212201,No,No,No,100
V2852,20213166,No,No,No,60
V2853,20215106,No,No,No,80
V2854,20212057,No,No,Yes,100
V2855,20211201,No,No,No,110
V2856,20212160,No,Yes,No,80
V2857,20211140,No,No,Yes,110
V2858,20211041,No,No,No,100
V2859,20212034,No,Yes,No,100
V2860,20212010,No,No,No,60
V2861,20214036,No,No,No,110
V2862,20213163,No,No,No,100
V2863,20211101,No,Yes,No,100
V2864,20211251,No,No,No,50
V2865,20213143,No,No,No,80
V2866,20212209,No,No,No,60
V2867,20212135,No,No,No,40
V2868,20211168,No,No,No,80
V2869,20214050,No,No,Yes,80
V2870,20212011,No,Yes,No,100
V2871,20212185,No,No,Yes,60
V2872,20213088,No,No,No,100
V2873,20211245,No,No,No,100
V2874,20214039,No,No,No,100
V2875,20213137,No,No,No,60
V2876,20212137,No,No,No,100
V2877,20215141,No,No,No,110
V2878,20213214,No,No,No,100
V2879,20211127,No,No,No,100
V2880,20213134,No,No,No,50
V2881,20211183,No,No,Yes,100
V2882,20213027,No,No,No,60
V2883,20212155,No,No,No,100
V2884,20213067,No,No,No,100
V2885,20211213,No,No,Yes,100
V2886,20212016,No,No,No,80
V2887,20215018,No,No,No,110
V2888,20215149,No,No,No,60
V2889,20213190,No,No,No,100
V2890,20212024,No,No,No,70
V2891,20215024,No,No,No,60
V2892,20216027,No,No,No,110
V2893,20215095,No,No,No,100
V2894,20213149,No,No,No,80
V2895,20212143,No,No,No,80
V2896,20214058,No,No,No,100
V2897,20211185,Yes,No,No,50
V2898,20211159,No,No,No,50
V2899,20213140,No,No,No,60
V2900,20212156,No,Yes,No,60
V2901,20215001,No,No,No,110
V2902,20215114,No,No,No,60
V2903,20212097,No,No,No,50
V2904,20212028,No,No,No,100
V2905,20215067,Yes,No,No,50
V2906,20212087,No,No,No,100
V2907,20213227,No,No,No,60
V2908,20213174,No,No,No,100
V2909,20213136,No,No,No,110
V2910,20211202,No,No,No,60
V2911,20213197,No,No,No,100
V2912,20211189,No,No,No,100
V2913,20213106,No,No,No,100
V2914,20211100,No,No,No,100
V2915,20211093,No,No,No,100
V2916,20213032,No,No,Yes,60
V2917,20214003,No,No,No,60
V2918,20211021,No,No,No,50
V2919,20211161,No,No,No,70
V2920,20211256,No,No,No,100
V2921,20215065,No,No,No,60
V2922,20213070,No,No,No,30
V2923,20213132,No,No,No,70
V2924,20212056,No,Yes,No,100
V2925,20217014,No,No,Yes,80
V2926,20213046,No,No,No,100
V2927,20214037,No,No,No,60
V2928,20211135,No,No,No,100
V2929,20211234,No,No,No,80
V2930,20213170,No,No,No,80
V2931,20214061,No,No,No,100
V2932,20213235,No,No,No,50
V2933,20213212,No,No,No,60
V2934,20214023,No,No,Yes,110
V2935,20211151,No,No,No,40
V2936,20212060,No,No,No,60
V2937,20211089,No,No,No,80
V2938,20215041,No,No,No,110
V2939,20213123,No,No,No,60
V2940,20211145,No,No,No,60
V2941,20216009,No,No,No,80
V2942,20211078,No,Yes,No,110
V2943,20211207,No,No,Yes,110
V2944,20211059,No,No,No,100
V2945,20212154,No,No,No,60
V2946,20215020,No,No,No,110
V2947,20212019,No,No,Yes,60
V2948,20213144,No,No,No,60
V2949,20213199,No,No,No,50
V2950,20212186,No,No,No,100
V2951,20213082,No,No,No,60
V2952,20211006,No,No,No,60
V2953,20213003,No,No,No,100
V2954,20213141,No,No,No,100
V2955,20214030,No,No,No,60
V2956,20214054,No,No,No,100
V2957,20215125,No,No,No,60
V2958,20213230,No,No,No,80
V2959,20212179,No,No,No,60
V2960,20215157,No,No,No,110
V2961,20211077,No,No,No,100
V2962,20212049,No,No,Yes,100
V2963,20213135,No,No,Yes,80
V2964,20214062,No,No,No,100
V2965,20213112,No,No,No,100
V2966,20211199,No,No,No,80
V2967,20212092,No,No,No,100
V2968,20211152,No,Yes,No,110
V2969,20212036,No,No,No,60
V2970,20213093,No,No,No,60
V2971,20213151,No,No,No,80
V2972,20213057,No,No,No,5
V2973,20215059,No,No,No,110
V2974,20211212,No,No,No,80
V2975,20211106,No,Yes,No,50
V2976,20211184,No,No,No,50
V2977,20215154,No,No,No,110
V2978,20213183,No,No,No,70
V2979,20217012,No,No,No,110
V2980,20211063,No,No,No,50
V2981,20217009,No,No,No,60
V2982,20213177,No,No,Yes,100
V2983,20213101,No,No,No,50
V2984,20212095,No,No,No,50
V2985,20213185,No,No,No,80
V2986,20214091,No,No,No,100
V2987,20214081,No,No,No,80
V2988,20212128,No,No,No,100
V2989,20215102,No,No,No,90
V2990,20212098,No,No,No,100
V2991,20214059,No,Yes,No,100
V2992,20211177,No,No,No,70
V2993,20214001,No,No,No,60
V2994,20212119,No,No,No,50
V2995,20215127,No,No,No,80
V2996,20213002,No,No,No,50
V2997,20216013,No,No,No,50
V2998,20213087,No,No,No,60
V2999,20213030,No,No,No,100
V3000,20212021,No,No,No,50
V3001,20211116,No,No,No,100
V3002,20211076,No,No,No,110
V3003,20211136,No,No,No,100
V3004,20212008,No,No,No,60
V3005,20215077,No,No,No,110
V3006,20213129,No,No,No,40
V3007,20212066,No,No,No,50
V3008,20214047,No,No,No,80
V3009,20211191,No,No,No,50
V3010,20215044,No,No,No,100
V3011,20212106,No,No,No,100
V3012,20212134,No,No,No,100
V3013,20212053,No,No,No,100
V3014,20217008,No,No,No,80
V3015,20212111,No,No,No,60
V3016,20211011,No,No,No,100
V3017,20213068,No,No,No,100
V3018,20213157,No,No,No,100
V3019,20212012,No,No,No,60
V3020,20211203,No,No,Yes,50
V3021,20215140,No,No,No,70
V3022,20213090,No,No,No,50
V3023,20212072,No,No,No,80
V3024,20215088,No,No,No,110
V3025,20215155,No,No,No,110
V3026,20215147,Yes,No,No,80
V3027,20213155,No,No,No,100
V3028,20215055,No,No,No,60
V3029,20211020,No,No,No,50
V3030,20213130,No,Yes,No,100
V3031,20215121,No,No,No,70
V3032,20216022,No,No,No,50
V3033,20215014,No,No,No,70
V3034,20212090,No,No,No,50
V3035,20211030,No,No,No,100
V3036,20215040,No,No,No,60
V3037,20213188,No,No,No,80
V3038,20212159,No,No,No,60
V3039,20214013,No,No,No,80
V3040,20215142,No,No,No,70
V3041,20211154,No,No,No,100
V3042,20215132,Yes,No,No,60
V3043,20212077,No,No,Yes,100
V3044,20216014,No,No,No,50
V3045,20211094,No,No,No,90
V3046,20212146,No,No,No,60
V3047,20211015,No,No,No,60
V3048,20211108,No,No,No,70
V3049,20213165,No,Yes,Yes,100
V3050,20214086,No,Yes,No,60
V3051,20214079,No,No,No,80
V3052,20214010,No,No,No,100
V3053,20215128,No,No,No,110
V3054,20213062,No,No,No,60
V3055,20215089,No,Yes,No,110
V3056,20211055,No,No,No,80
V3057,20213128,No,No,No,100
V3058,20211048,No,No,Yes,110
V3059,20213210,No,No,No,100
V3060,20212055,No,No,No,60
V3061,20212151,No,No,No,100
V3062,20213084,No,No,No,50
V3063,20215028,No,No,Yes,110
V3064,20216031,No,No,No,100
V3065,20217010,No,No,No,110
V3066,20211237,No,No,No,80
V3067,20211197,No,No,Yes,100
V3068,20215002,No,No,No,40
V3069,20211160,No,No,No,50
V3070,20215022,No,No,No,100
V3071,20213113,No,No,Yes,100
V3072,20213133,No,No,No,70
V3073,20213232,No,No,Yes,100
V3074,20215030,No,Yes,No,50
V3075,20212175,No,No,No,100
V3076,20213096,No,No,No,100
V3077,20211029,No,Yes,No,60
V3078,20213085,No,No,No,100
V3079,20213040,No,No,No,70
V3080,20213126,No,No,No,70
V3081,20213222,No,No,No,110
V3082,20211244,No,No,No,100
V3083,20215038,No,No,No,110
V3084,20213217,No,No,No,70
V3085,20213066,No,No,No,100
V3086,20211172,No,No,No,70
V3087,20211125,No,No,No,100
V3088,20217006,No,No,No,50
V3089,20216020,No,No,No,50
V3090,20215049,No,No,No,110
V3091,20213058,No,No,No,100
V3092,20212058,No,No,No,60
V3093,20216025,No,No,No,100
V3094,20215145,No,No,No,100
V3095,20213218,No,No,Yes,100
V3096,20214017,No,Yes,No,110
V3097,20212023,No,No,No,80
V3098,20212014,No,No,No,50
V3099,20213028,No,No,No,80
V3100,20213023,No,No,No,100
V3101,20212171,No,No,No,80
V3102,20211118,No,No,Yes,70
V3103,20213248,No,No,No,100
V3104,20214070,No,No,No,110
V3105,20212076,No,No,No,100
V3106,20213024,No,No,No,100
V3107,20217023,No,No,No,90
V3108,20213142,No,No,No,100
V3109,20213139,No,No,No,60
V3110,20212071,No,Yes,No,80
V3111,20211220,No,Yes,Yes,110
V3112,20211236,No,No,No,100
V3113,20216033,No,Yes,No,50
V3114,20214028,No,No,No,100
V3115,20212118,No,No,No,100
V3116,20211057,No,No,Yes,110
V3117,20213196,No,Yes,No,100
V3118,20212074,No,Yes,No,60
V3119,20211126,No,No,No,70
V3120,20211045,No,No,No,80
V3121,20215110,No,Yes,No,80
V3122,20212210,No,Yes,No,50
V3123,20215015,No,No,No,50
V3124,20216029,No,No,No,100
V3125,20211113,No,No,No,60
V3126,20213192,No,No,No,60
V3127,20213118,No,No,No,100
V3128,20213019,No,No,No,100
V3129,20212124,No,No,No,40
V3130,20213012,No,No,No,100
V3131,20212187,No,No,No,60
V3132,20212044,No,No,Yes,110
V3133,20212109,No,No,No,100
V3134,20215007,No,No,No,60
V3135,20213016,No,No,No,110
V3136,20211249,No,No,No,60
V3137,20212005,No,No,No,100
V3138,20211088,No,Yes,No,100
V3139,20215123,No,No,No,70
V3140,20213010,No,No,No,70
V3141,20214066,No,No,Yes,110
V3142,20213120,No,No,No,60
V3143,20212088,No,No,No,100
V3144,20215091,No,No,No,110
V3145,20215153,No,No,No,60
V3146,20214078,No,No,No,110
V3147,20216024,No,No,Yes,110
V3148,20213073,No,No,Yes,60
V3149,20211148,No,No,No,50
V3150,20213103,No,No,No,50
V3151,20212180,No,No,No,60
V3152,20216028,No,No,No,100
V3153,20215139,No,No,No,110
V3154,20213231,No,No,No,60
V3155,20213237,No,No,No,60
V3156,20211260,No,No,No,60
V3157,20217015,No,No,No,100
V3158,20211049,No,No,No,60
V3159,20215082,No,No,No,110
V3160,20214012,No,No,No,60
V3161,20215131,No,No,No,100
V3162,20212050,No,No,No,60
V3163,20213238,No,No,No,100
V3164,20212079,No,No,No,110
V3165,20214016,No,No,No,100
V3166,20211026,No,No,No,60
