Crash ID,Crash Type,Speed Limit,Time,Year,Month,Dayweek,Day of week,Time of day
20221043,Single,110,13:08,2022,6,Saturday,Weekend,Day
20222156,Single,50,14:47,2022,6,Saturday,Weekend,Day
20221258,Single,60,15:50,2022,6,Saturday,Weekend,Day
20223013,Single,100,19:00,2022,6,Saturday,Weekend,Night
20228008,Single,50,22:05,2022,6,Saturday,Weekend,Night
20222209,Single,70,23:25,2022,6,Saturday,Weekend,Night
20222059,Single,80,1:18,2022,6,Sunday,Weekend,Night
20224068,Single,80,2:30,2022,6,Sunday,Weekend,Night
20224024,Single,70,6:09,2022,6,Sunday,Weekend,Day
20221257,Single,60,10:38,2022,6,Sunday,Weekend,Day
20221058,Single,110,13:30,2022,6,Sunday,Weekend,Day
20223049,Single,110,15:00,2022,6,Sunday,Weekend,Day
20227029,Single,110,15:30,2022,6,Sunday,Weekend,Day
20222149,Single,100,15:48,2022,6,Sunday,Weekend,Day
20222094,Single,40,16:00,2022,6,Sunday,Weekend,Day
20222035,Single,60,0:50,2022,6,Thursday,Weekday,Night
20222226,Single,80,3:54,2022,6,Thursday,Weekday,Night
20223172,Single,100,6:00,2022,6,Thursday,Weekday,Day
20222128,Single,80,8:00,2022,6,Thursday,Weekday,Day
20222218,Single,100,9:34,2022,6,Thursday,Weekday,Day
20222060,Single,80,9:40,2022,6,Thursday,Weekday,Day
20223011,Single,100,10:00,2022,6,Thursday,Weekday,Day
20223014,Single,60,10:00,2022,6,Thursday,Weekday,Day
20221177,Single,60,10:12,2022,6,Thursday,Weekday,Day
20221004,Single,100,11:15,2022,6,Thursday,Weekday,Day
20223033,Single,100,12:00,2022,6,Thursday,Weekday,Day
20221059,Single,50,14:20,2022,6,Thursday,Weekday,Day
20223216,Single,60,15:00,2022,6,Thursday,Weekday,Day
20224020,Single,110,17:45,2022,6,Thursday,Weekday,Day
20222001,Single,60,18:30,2022,6,Thursday,Weekday,Night
20222018,Single,70,18:55,2022,6,Thursday,Weekday,Night
20223193,Single,70,21:00,2022,6,Thursday,Weekday,Night
20222077,Single,80,2:00,2022,6,Tuesday,Weekday,Night
20223156,Single,100,4:00,2022,6,Tuesday,Weekday,Night
20221039,Single,60,6:20,2022,6,Tuesday,Weekday,Day
20221003,Single,50,14:25,2022,6,Tuesday,Weekday,Day
20223262,Single,100,15:00,2022,6,Tuesday,Weekday,Day
20226037,Multiple,80,18:15,2022,6,Tuesday,Weekday,Night
20227014,Single,110,19:45,2022,6,Tuesday,Weekday,Night
20224035,Single,100,20:05,2022,6,Tuesday,Weekday,Night
20222229,Single,50,20:07,2022,6,Tuesday,Weekday,Night
20223063,Multiple,80,12:00,2022,6,Wednesday,Weekday,Day
20221030,Multiple,100,12:10,2022,6,Wednesday,Weekday,Day
20222092,Single,100,13:35,2022,6,Wednesday,Weekday,Day
20223212,Single,100,14:00,2022,6,Wednesday,Weekday,Day
20221085,Multiple,100,17:28,2022,6,Wednesday,Weekday,Day
20223179,Single,80,23:00,2022,6,Wednesday,Weekday,Night
20223242,Single,80,6:00,2022,5,Friday,Weekday,Day
20223136,Single,50,7:00,2022,5,Friday,Weekday,Day
20227039,Single,130,7:05,2022,5,Friday,Weekday,Day
20222115,Single,100,7:52,2022,5,Friday,Weekday,Day
20221091,Single,70,12:39,2022,5,Friday,Weekday,Day
20226043,Single,100,14:23,2022,5,Friday,Weekday,Day
20223087,Single,110,16:00,2022,5,Friday,Weekday,Day
20223048,Single,100,16:00,2022,5,Friday,Weekday,Day
20223155,Multiple,100,17:00,2022,5,Friday,Weekday,Day
20228013,Single,60,17:20,2022,5,Friday,Weekday,Day
20223057,Single,80,18:00,2022,5,Friday,Weekend,Night
20226002,Single,50,19:10,2022,5,Friday,Weekend,Night
20223119,Single,60,23:00,2022,5,Friday,Weekend,Night
20222158,Single,100,4:40,2022,5,Monday,Weekend,Night
20222043,Single,100,8:38,2022,5,Monday,Weekday,Day
20221171,Single,100,12:35,2022,5,Monday,Weekday,Day
20226021,Single,100,12:55,2022,5,Monday,Weekday,Day
20221155,Single,70,13:10,2022,5,Monday,Weekday,Day
20222055,Single,100,13:45,2022,5,Monday,Weekday,Day
20223096,Single,60,14:00,2022,5,Monday,Weekday,Day
20223270,Single,80,15:00,2022,5,Monday,Weekday,Day
20221028,Single,110,20:43,2022,5,Monday,Weekday,Night
20227011,Single,100,21:30,2022,5,Monday,Weekday,Night
20223261,Single,60,22:00,2022,5,Monday,Weekday,Night
20228014,Single,80,13:15,2022,5,Saturday,Weekend,Day
20223183,Single,100,16:00,2022,5,Saturday,Weekend,Day
20224009,Single,60,16:30,2022,5,Saturday,Weekend,Day
20222075,Single,100,16:40,2022,5,Saturday,Weekend,Day
20223185,Single,100,17:00,2022,5,Saturday,Weekend,Day
20223054,Single,100,18:00,2022,5,Saturday,Weekend,Night
20223269,Single,60,18:00,2022,5,Saturday,Weekend,Night
20221178,Single,100,20:30,2022,5,Saturday,Weekend,Night
20222202,Single,100,21:00,2022,5,Saturday,Weekend,Night
20228015,Single,60,21:20,2022,5,Saturday,Weekend,Night
20223168,Single,100,23:00,2022,5,Saturday,Weekend,Night
20221065,Single,100,0:26,2022,5,Sunday,Weekend,Night
20223110,Single,70,3:00,2022,5,Sunday,Weekend,Night
20223088,Single,80,5:00,2022,5,Sunday,Weekend,Night
20223043,Single,80,5:00,2022,5,Sunday,Weekend,Night
20223197,Multiple,100,6:00,2022,5,Sunday,Weekend,Day
20223236,Single,80,7:00,2022,5,Sunday,Weekend,Day
20221227,Single,60,8:30,2022,5,Sunday,Weekend,Day
20221100,Single,80,10:00,2022,5,Sunday,Weekend,Day
20223134,Single,80,11:00,2022,5,Sunday,Weekend,Day
20224028,Multiple,60,13:53,2022,5,Sunday,Weekend,Day
20221221,Single,80,14:30,2022,5,Sunday,Weekend,Day
20221090,Single,50,15:00,2022,5,Sunday,Weekend,Day
20222009,Single,100,16:55,2022,5,Sunday,Weekend,Day
20223006,Single,50,18:00,2022,5,Sunday,Weekend,Night
20223235,Single,100,18:00,2022,5,Sunday,Weekend,Night
20221050,Single,60,22:15,2022,5,Sunday,Weekend,Night
20223273,Single,100,11:00,2022,5,Thursday,Weekday,Day
20223190,Single,60,15:00,2022,5,Thursday,Weekday,Day
20223243,Single,70,16:00,2022,5,Thursday,Weekday,Day
20222078,Single,100,17:35,2022,5,Thursday,Weekday,Day
20221263,Single,110,17:40,2022,5,Thursday,Weekday,Day
20223237,Single,80,19:00,2022,5,Thursday,Weekday,Night
20226020,Single,80,19:10,2022,5,Thursday,Weekday,Night
20221211,Single,100,19:40,2022,5,Thursday,Weekday,Night
20222074,Single,50,19:50,2022,5,Thursday,Weekday,Night
20226012,Single,60,21:10,2022,5,Thursday,Weekday,Night
20221222,Single,100,22:50,2022,5,Thursday,Weekday,Night
20228005,Single,80,22:55,2022,5,Thursday,Weekday,Night
20222096,Single,110,0:10,2022,5,Tuesday,Weekday,Night
20223224,Single,100,7:00,2022,5,Tuesday,Weekday,Day
20221144,Single,70,7:11,2022,5,Tuesday,Weekday,Day
20221146,Single,50,10:10,2022,5,Tuesday,Weekday,Day
20223083,Single,100,12:00,2022,5,Tuesday,Weekday,Day
20226010,Multiple,100,16:45,2022,5,Tuesday,Weekday,Day
20223104,Single,100,17:00,2022,5,Tuesday,Weekday,Day
20222025,Single,40,17:12,2022,5,Tuesday,Weekday,Day
20224047,Single,80,17:36,2022,5,Tuesday,Weekday,Day
20227032,Single,60,21:44,2022,5,Tuesday,Weekday,Night
20223149,Single,70,23:00,2022,5,Tuesday,Weekday,Night
20223192,Single,100,3:00,2022,5,Wednesday,Weekday,Night
20223106,Single,60,5:00,2022,5,Wednesday,Weekday,Night
20224011,Single,60,5:26,2022,5,Wednesday,Weekday,Night
20221114,Single,80,9:45,2022,5,Wednesday,Weekday,Day
20221236,Single,100,10:16,2022,5,Wednesday,Weekday,Day
20221029,Single,50,10:25,2022,5,Wednesday,Weekday,Day
20224023,Single,80,10:55,2022,5,Wednesday,Weekday,Day
20224046,Single,100,11:45,2022,5,Wednesday,Weekday,Day
20222189,Single,100,12:20,2022,5,Wednesday,Weekday,Day
20221125,Single,60,12:45,2022,5,Wednesday,Weekday,Day
20222099,Single,80,17:30,2022,5,Wednesday,Weekday,Day
20221095,Single,80,18:50,2022,5,Wednesday,Weekday,Night
20227015,Single,80,22:10,2022,5,Wednesday,Weekday,Night
20223040,Single,60,0:00,2022,4,Friday,Weekday,Night
20221147,Single,60,1:30,2022,4,Friday,Weekday,Night
20227008,Single,130,4:00,2022,4,Friday,Weekday,Night
20228012,Single,50,4:20,2022,4,Friday,Weekday,Night
20221201,Single,80,6:30,2022,4,Friday,Weekday,Day
20221062,Single,100,11:10,2022,4,Friday,Weekday,Day
20223020,Single,60,12:00,2022,4,Friday,Weekday,Day
20222076,Single,80,12:52,2022,4,Friday,Weekday,Day
20224064,Single,60,12:58,2022,4,Friday,Weekday,Day
20222238,Single,60,15:40,2022,4,Friday,Weekday,Day
20224059,Single,110,20:06,2022,4,Friday,Weekend,Night
20221164,Single,100,20:37,2022,4,Friday,Weekend,Night
20222170,Multiple,100,21:56,2022,4,Friday,Weekend,Night
20221108,Single,50,4:10,2022,4,Monday,Weekend,Night
20222144,Single,100,4:30,2022,4,Monday,Weekend,Night
20222038,Single,100,5:35,2022,4,Monday,Weekend,Night
20226029,Single,50,6:30,2022,4,Monday,Weekday,Day
20221046,Single,110,8:20,2022,4,Monday,Weekday,Day
20223266,Multiple,100,10:00,2022,4,Monday,Weekday,Day
20221196,Single,100,14:10,2022,4,Monday,Weekday,Day
20226031,Single,80,18:30,2022,4,Monday,Weekday,Night
20222072,Single,60,19:56,2022,4,Monday,Weekday,Night
20221226,Single,100,23:10,2022,4,Monday,Weekday,Night
20223035,Single,50,2:00,2022,4,Saturday,Weekend,Night
20221124,Single,100,5:02,2022,4,Saturday,Weekend,Night
20221027,Single,70,6:18,2022,4,Saturday,Weekend,Day
20221261,Single,80,8:50,2022,4,Saturday,Weekend,Day
20221113,Single,60,9:38,2022,4,Saturday,Weekend,Day
20223196,Single,60,11:00,2022,4,Saturday,Weekend,Day
20221185,Single,60,11:27,2022,4,Saturday,Weekend,Day
20221044,Single,80,13:50,2022,4,Saturday,Weekend,Day
20226001,Single,100,16:30,2022,4,Saturday,Weekend,Day
20224001,Single,90,16:48,2022,4,Saturday,Weekend,Day
20221231,Single,50,17:05,2022,4,Saturday,Weekend,Day
20222084,Single,80,17:35,2022,4,Saturday,Weekend,Day
20221128,Single,100,18:05,2022,4,Saturday,Weekend,Night
20227024,Single,100,22:00,2022,4,Saturday,Weekend,Night
20222066,Single,100,1:50,2022,4,Sunday,Weekend,Night
20221018,Single,80,4:48,2022,4,Sunday,Weekend,Night
20227026,Single,110,6:04,2022,4,Sunday,Weekend,Day
20228010,Single,80,6:05,2022,4,Sunday,Weekend,Day
20223167,Single,80,8:00,2022,4,Sunday,Weekend,Day
20222042,Single,50,9:00,2022,4,Sunday,Weekend,Day
20222034,Single,50,9:25,2022,4,Sunday,Weekend,Day
20226036,Single,50,11:05,2022,4,Sunday,Weekend,Day
20223145,Single,100,13:00,2022,4,Sunday,Weekend,Day
20223036,Multiple,100,15:00,2022,4,Sunday,Weekend,Day
20224049,Single,110,15:30,2022,4,Sunday,Weekend,Day
20222147,Single,100,16:05,2022,4,Sunday,Weekend,Day
20223151,Single,50,19:00,2022,4,Sunday,Weekend,Night
20223109,Single,110,19:00,2022,4,Sunday,Weekend,Night
20221001,Multiple,100,3:00,2022,4,Thursday,Weekday,Night
20224016,Single,50,4:20,2022,4,Thursday,Weekday,Night
20221200,Multiple,100,9:30,2022,4,Thursday,Weekday,Day
20222227,Single,60,12:20,2022,4,Thursday,Weekday,Day
20221208,Single,60,14:40,2022,4,Thursday,Weekday,Day
20223056,Multiple,60,15:00,2022,4,Thursday,Weekday,Day
20226039,Single,100,16:00,2022,4,Thursday,Weekday,Day
20226008,Single,50,17:22,2022,4,Thursday,Weekday,Day
20226017,Single,60,18:17,2022,4,Thursday,Weekday,Night
20221111,Single,60,18:40,2022,4,Thursday,Weekday,Night
20224018,Single,110,20:13,2022,4,Thursday,Weekday,Night
20227036,Single,60,21:53,2022,4,Thursday,Weekday,Night
20222200,Single,60,23:15,2022,4,Thursday,Weekday,Night
20224045,Single,60,8:00,2022,4,Tuesday,Weekday,Day
20222230,Single,80,11:14,2022,4,Tuesday,Weekday,Day
20222173,Single,60,13:18,2022,4,Tuesday,Weekday,Day
20224004,Single,50,15:05,2022,4,Tuesday,Weekday,Day
20221253,Single,100,16:00,2022,4,Tuesday,Weekday,Day
20222093,Single,80,19:47,2022,4,Tuesday,Weekday,Night
20221238,Single,70,20:40,2022,4,Tuesday,Weekday,Night
20221093,Single,70,21:20,2022,4,Tuesday,Weekday,Night
20222058,Single,70,9:30,2022,4,Wednesday,Weekday,Day
20221157,Single,40,16:02,2022,4,Wednesday,Weekday,Day
20223260,Multiple,100,17:00,2022,4,Wednesday,Weekday,Day
20224006,Single,110,19:22,2022,4,Wednesday,Weekday,Night
20222175,Single,60,0:00,2022,3,Friday,Weekday,Night
20226018,Single,110,6:24,2022,3,Friday,Weekday,Day
20221072,Single,80,8:30,2022,3,Friday,Weekday,Day
20221076,Single,100,8:37,2022,3,Friday,Weekday,Day
20221251,Single,80,9:13,2022,3,Friday,Weekday,Day
20224021,Single,80,9:30,2022,3,Friday,Weekday,Day
20221148,Single,100,12:10,2022,3,Friday,Weekday,Day
20222080,Single,60,13:05,2022,3,Friday,Weekday,Day
20222114,Single,100,13:47,2022,3,Friday,Weekday,Day
20223127,Single,80,15:00,2022,3,Friday,Weekday,Day
20226009,Multiple,100,21:45,2022,3,Friday,Weekend,Night
20222145,Single,60,23:15,2022,3,Friday,Weekend,Night
20222049,Single,100,5:00,2022,3,Monday,Weekend,Night
20221193,Single,50,6:50,2022,3,Monday,Weekday,Day
20223072,Single,100,8:00,2022,3,Monday,Weekday,Day
20223169,Single,100,9:00,2022,3,Monday,Weekday,Day
20221049,Single,100,11:48,2022,3,Monday,Weekday,Day
20223225,Single,60,12:00,2022,3,Monday,Weekday,Day
20224003,Single,60,12:01,2022,3,Monday,Weekday,Day
20221064,Single,80,16:30,2022,3,Monday,Weekday,Day
20223159,Single,100,17:00,2022,3,Monday,Weekday,Day
20222185,Single,80,19:00,2022,3,Monday,Weekday,Night
20223060,Single,60,21:00,2022,3,Monday,Weekday,Night
20227007,Single,130,3:00,2022,3,Saturday,Weekend,Night
20222081,Single,100,10:15,2022,3,Saturday,Weekend,Day
20222138,Single,80,12:19,2022,3,Saturday,Weekend,Day
20223240,Single,60,17:00,2022,3,Saturday,Weekend,Day
20221084,Single,50,19:20,2022,3,Saturday,Weekend,Night
20221121,Single,100,20:30,2022,3,Saturday,Weekend,Night
20227033,Single,100,20:47,2022,3,Saturday,Weekend,Night
20224042,Single,50,21:05,2022,3,Saturday,Weekend,Night
20227020,Single,80,21:17,2022,3,Saturday,Weekend,Night
20221145,Single,100,22:00,2022,3,Saturday,Weekend,Night
20221066,Single,110,0:54,2022,3,Sunday,Weekend,Night
20221139,Single,100,5:35,2022,3,Sunday,Weekend,Night
20223094,Single,100,7:00,2022,3,Sunday,Weekend,Day
20221242,Single,70,11:10,2022,3,Sunday,Weekend,Day
20222027,Single,60,13:17,2022,3,Sunday,Weekend,Day
20221223,Single,60,15:25,2022,3,Sunday,Weekend,Day
20223160,Single,60,16:00,2022,3,Sunday,Weekend,Day
20224014,Single,110,19:00,2022,3,Sunday,Weekend,Night
20223017,Single,100,20:00,2022,3,Sunday,Weekend,Night
20223132,Single,100,23:00,2022,3,Sunday,Weekend,Night
20221101,Multiple,70,23:46,2022,3,Sunday,Weekend,Night
20222026,Single,70,0:15,2022,3,Thursday,Weekday,Night
20223245,Single,40,1:00,2022,3,Thursday,Weekday,Night
20223200,Single,100,5:00,2022,3,Thursday,Weekday,Night
20221019,Multiple,110,13:30,2022,3,Thursday,Weekday,Day
20224034,Single,60,14:01,2022,3,Thursday,Weekday,Day
20222122,Single,100,14:30,2022,3,Thursday,Weekday,Day
20223215,Single,50,15:00,2022,3,Thursday,Weekday,Day
20223122,Single,100,16:00,2022,3,Thursday,Weekday,Day
20221182,Single,60,20:26,2022,3,Thursday,Weekday,Night
20222061,Single,60,20:35,2022,3,Thursday,Weekday,Night
20221247,Single,100,4:15,2022,3,Tuesday,Weekday,Night
20221033,Single,90,6:50,2022,3,Tuesday,Weekday,Day
20223189,Single,50,7:00,2022,3,Tuesday,Weekday,Day
20226035,Single,100,11:47,2022,3,Tuesday,Weekday,Day
20221169,Single,70,13:20,2022,3,Tuesday,Weekday,Day
20221207,Single,70,14:00,2022,3,Tuesday,Weekday,Day
20223250,Single,100,14:00,2022,3,Tuesday,Weekday,Day
20226014,Single,70,16:20,2022,3,Tuesday,Weekday,Day
20223232,Single,100,17:00,2022,3,Tuesday,Weekday,Day
20221088,Single,50,5:15,2022,3,Wednesday,Weekday,Night
20221165,Single,100,5:20,2022,3,Wednesday,Weekday,Night
20222234,Single,100,11:10,2022,3,Wednesday,Weekday,Day
20221204,Single,100,12:45,2022,3,Wednesday,Weekday,Day
20222134,Single,100,12:46,2022,3,Wednesday,Weekday,Day
20226013,Single,100,14:57,2022,3,Wednesday,Weekday,Day
20223175,Single,50,17:00,2022,3,Wednesday,Weekday,Day
20223263,Single,60,18:00,2022,3,Wednesday,Weekday,Night
20222020,Single,100,19:55,2022,3,Wednesday,Weekday,Night
20223001,Single,100,20:00,2022,3,Wednesday,Weekday,Night
20221119,Single,60,21:45,2022,3,Wednesday,Weekday,Night
20221138,Single,70,22:30,2022,3,Wednesday,Weekday,Night
20223205,Single,60,0:00,2022,2,Friday,Weekday,Night
20221063,Single,60,0:07,2022,2,Friday,Weekday,Night
20227004,Single,100,0:10,2022,2,Friday,Weekday,Night
20223112,Single,50,6:00,2022,2,Friday,Weekday,Day
20222161,Single,60,6:42,2022,2,Friday,Weekday,Day
20222235,Single,60,11:39,2022,2,Friday,Weekday,Day
20222150,Single,100,13:40,2022,2,Friday,Weekday,Day
20223066,Single,100,15:00,2022,2,Friday,Weekday,Day
20223069,Single,60,20:00,2022,2,Friday,Weekend,Night
20223137,Single,100,21:00,2022,2,Friday,Weekend,Night
20223194,Single,50,22:00,2022,2,Friday,Weekend,Night
20223268,Single,60,1:00,2022,2,Monday,Weekend,Night
20223124,Single,60,3:00,2022,2,Monday,Weekend,Night
20221036,Single,100,13:10,2022,2,Monday,Weekday,Day
20223084,Single,60,16:00,2022,2,Monday,Weekday,Day
20221172,Single,100,19:00,2022,2,Monday,Weekday,Night
20222048,Single,100,21:20,2022,2,Monday,Weekday,Night
20221134,Single,50,7:30,2022,2,Saturday,Weekend,Day
20223251,Single,60,8:00,2022,2,Saturday,Weekend,Day
20222113,Single,100,8:29,2022,2,Saturday,Weekend,Day
20222017,Single,70,9:11,2022,2,Saturday,Weekend,Day
20221069,Single,100,12:11,2022,2,Saturday,Weekend,Day
20223213,Single,70,14:00,2022,2,Saturday,Weekend,Day
20222070,Single,50,15:00,2022,2,Saturday,Weekend,Day
20223229,Single,100,16:00,2022,2,Saturday,Weekend,Day
20223187,Single,50,16:00,2022,2,Saturday,Weekend,Day
20222130,Single,50,16:02,2022,2,Saturday,Weekend,Day
20221023,Single,80,16:15,2022,2,Saturday,Weekend,Day
20221038,Single,80,16:30,2022,2,Saturday,Weekend,Day
20227030,Multiple,70,18:44,2022,2,Saturday,Weekend,Night
20221083,Multiple,80,18:56,2022,2,Saturday,Weekend,Night
20224031,Single,60,19:21,2022,2,Saturday,Weekend,Night
20222213,Single,50,20:30,2022,2,Saturday,Weekend,Night
20221206,Single,80,21:10,2022,2,Saturday,Weekend,Night
20227010,Single,90,21:30,2022,2,Saturday,Weekend,Night
20224027,Single,80,21:45,2022,2,Saturday,Weekend,Night
20223130,Single,100,23:00,2022,2,Saturday,Weekend,Night
20222083,Single,100,23:46,2022,2,Saturday,Weekend,Night
20223126,Single,100,0:00,2022,2,Sunday,Weekend,Night
20223144,Single,60,3:00,2022,2,Sunday,Weekend,Night
20221032,Single,80,3:50,2022,2,Sunday,Weekend,Night
20221156,Single,80,4:20,2022,2,Sunday,Weekend,Night
20224029,Single,100,6:50,2022,2,Sunday,Weekend,Day
20224063,Single,100,11:35,2022,2,Sunday,Weekend,Day
20223027,Single,70,12:00,2022,2,Sunday,Weekend,Day
20224022,Single,100,13:00,2022,2,Sunday,Weekend,Day
20221130,Single,50,14:27,2022,2,Sunday,Weekend,Day
20222082,Single,80,14:31,2022,2,Sunday,Weekend,Day
20222097,Single,60,14:53,2022,2,Sunday,Weekend,Day
20223244,Single,60,16:00,2022,2,Sunday,Weekend,Day
20221260,Single,100,16:10,2022,2,Sunday,Weekend,Day
20221167,Single,110,16:20,2022,2,Sunday,Weekend,Day
20222228,Single,100,16:57,2022,2,Sunday,Weekend,Day
20221005,Single,80,19:58,2022,2,Sunday,Weekend,Night
20223255,Single,60,20:00,2022,2,Sunday,Weekend,Night
20223079,Single,100,21:00,2022,2,Sunday,Weekend,Night
20222188,Single,100,22:45,2022,2,Sunday,Weekend,Night
20228011,Single,80,23:00,2022,2,Sunday,Weekend,Night
20226025,Single,100,7:11,2022,2,Thursday,Weekday,Day
20223207,Single,50,12:00,2022,2,Thursday,Weekday,Day
20222086,Single,100,12:30,2022,2,Thursday,Weekday,Day
20221045,Single,60,13:00,2022,2,Thursday,Weekday,Day
20223007,Single,50,14:00,2022,2,Thursday,Weekday,Day
20226032,Single,80,15:56,2022,2,Thursday,Weekday,Day
20221117,Single,100,16:40,2022,2,Thursday,Weekday,Day
20222107,Single,80,17:17,2022,2,Thursday,Weekday,Day
20221104,Single,60,21:24,2022,2,Thursday,Weekday,Night
20221218,Single,80,22:30,2022,2,Thursday,Weekday,Night
20224052,Single,110,3:30,2022,2,Tuesday,Weekday,Night
20223182,Single,60,6:00,2022,2,Tuesday,Weekday,Day
20222155,Single,100,6:24,2022,2,Tuesday,Weekday,Day
20226028,Single,40,6:25,2022,2,Tuesday,Weekday,Day
20222045,Single,50,6:30,2022,2,Tuesday,Weekday,Day
20223161,Multiple,100,7:00,2022,2,Tuesday,Weekday,Day
20224039,Single,100,9:38,2022,2,Tuesday,Weekday,Day
20221142,Single,50,10:20,2022,2,Tuesday,Weekday,Day
20223231,Single,70,11:00,2022,2,Tuesday,Weekday,Day
20222146,Single,100,12:04,2022,2,Tuesday,Weekday,Day
20222039,Single,80,13:10,2022,2,Tuesday,Weekday,Day
20221160,Single,110,15:15,2022,2,Tuesday,Weekday,Day
20221137,Single,100,15:20,2022,2,Tuesday,Weekday,Day
20223227,Single,60,16:00,2022,2,Tuesday,Weekday,Day
20221022,Single,40,18:15,2022,2,Tuesday,Weekday,Night
20227035,Single,50,20:02,2022,2,Tuesday,Weekday,Night
20223009,Single,100,1:00,2022,2,Wednesday,Weekday,Night
20223165,Single,60,4:00,2022,2,Wednesday,Weekday,Night
20223019,Single,60,5:00,2022,2,Wednesday,Weekday,Night
20222201,Single,60,6:50,2022,2,Wednesday,Weekday,Day
20222050,Single,100,7:00,2022,2,Wednesday,Weekday,Day
20223081,Multiple,110,9:00,2022,2,Wednesday,Weekday,Day
20223210,Single,50,13:00,2022,2,Wednesday,Weekday,Day
20223116,Single,100,15:00,2022,2,Wednesday,Weekday,Day
20221041,Single,80,16:16,2022,2,Wednesday,Weekday,Day
20222088,Single,100,18:00,2022,2,Wednesday,Weekday,Night
20224010,Single,100,20:15,2022,2,Wednesday,Weekday,Night
20221216,Single,70,21:59,2022,2,Wednesday,Weekday,Night
20223267,Single,100,23:00,2022,2,Wednesday,Weekday,Night
20223030,Single,100,2:00,2022,1,Friday,Weekday,Night
20221007,Single,90,2:30,2022,1,Friday,Weekday,Night
20223176,Multiple,100,10:00,2022,1,Friday,Weekday,Day
20221246,Single,100,12:05,2022,1,Friday,Weekday,Day
20223022,Single,60,13:00,2022,1,Friday,Weekday,Day
20223230,Single,100,15:00,2022,1,Friday,Weekday,Day
20221021,Single,80,15:15,2022,1,Friday,Weekday,Day
20222087,Single,100,17:00,2022,1,Friday,Weekday,Day
20223184,Single,40,18:00,2022,1,Friday,Weekend,Night
20224030,Single,80,19:09,2022,1,Friday,Weekend,Night
20222179,Single,100,20:15,2022,1,Friday,Weekend,Night
20222118,Single,50,20:44,2022,1,Friday,Weekend,Night
20224005,Single,80,21:10,2022,1,Friday,Weekend,Night
20221048,Single,60,22:15,2022,1,Friday,Weekend,Night
20223140,Single,60,23:00,2022,1,Friday,Weekend,Night
20223092,Single,110,2:00,2022,1,Monday,Weekend,Night
20221014,Single,100,9:20,2022,1,Monday,Weekday,Day
20221057,Single,100,13:10,2022,1,Monday,Weekday,Day
20222116,Single,70,14:18,2022,1,Monday,Weekday,Day
20223047,Single,60,15:00,2022,1,Monday,Weekday,Day
20222056,Single,100,16:30,2022,1,Monday,Weekday,Day
20222203,Single,80,16:38,2022,1,Monday,Weekday,Day
20223257,Single,60,22:00,2022,1,Monday,Weekday,Night
20223128,Single,100,1:00,2022,1,Saturday,Weekend,Night
20222160,Single,70,1:35,2022,1,Saturday,Weekend,Night
20222053,Single,60,6:30,2022,1,Saturday,Weekend,Day
20221183,Single,80,10:45,2022,1,Saturday,Weekend,Day
20222110,Single,100,11:00,2022,1,Saturday,Weekend,Day
20221224,Single,100,13:00,2022,1,Saturday,Weekend,Day
20221259,Single,80,14:30,2022,1,Saturday,Weekend,Day
20221228,Single,100,16:05,2022,1,Saturday,Weekend,Day
20221198,Single,100,18:17,2022,1,Saturday,Weekend,Night
20223195,Single,70,22:00,2022,1,Saturday,Weekend,Night
20221034,Single,100,22:30,2022,1,Saturday,Weekend,Night
20221115,Single,60,1:11,2022,1,Sunday,Weekend,Night
20223211,Multiple,100,8:00,2022,1,Sunday,Weekend,Day
20221075,Single,100,9:20,2022,1,Sunday,Weekend,Day
20223089,Single,100,10:00,2022,1,Sunday,Weekend,Day
20222162,Single,90,11:00,2022,1,Sunday,Weekend,Day
20222065,Single,100,11:30,2022,1,Sunday,Weekend,Day
20221159,Single,80,13:30,2022,1,Sunday,Weekend,Day
20222046,Single,100,14:15,2022,1,Sunday,Weekend,Day
20221068,Single,100,16:00,2022,1,Sunday,Weekend,Day
20222174,Single,100,17:58,2022,1,Sunday,Weekend,Day
20223041,Single,80,18:00,2022,1,Sunday,Weekend,Night
20226022,Single,110,19:00,2022,1,Sunday,Weekend,Night
20221020,Single,100,20:20,2022,1,Sunday,Weekend,Night
20223133,Single,100,2:00,2022,1,Thursday,Weekday,Night
20222062,Single,80,4:00,2022,1,Thursday,Weekday,Night
20221254,Multiple,100,9:30,2022,1,Thursday,Weekday,Day
20222007,Single,100,9:43,2022,1,Thursday,Weekday,Day
20223233,Single,100,12:00,2022,1,Thursday,Weekday,Day
20221241,Single,100,12:13,2022,1,Thursday,Weekday,Day
20227006,Single,110,13:05,2022,1,Thursday,Weekday,Day
20222212,Single,100,15:20,2022,1,Thursday,Weekday,Day
20221229,Single,70,15:59,2022,1,Thursday,Weekday,Day
20226033,Single,60,16:44,2022,1,Thursday,Weekday,Day
20222041,Single,60,19:22,2022,1,Thursday,Weekday,Night
20221186,Single,50,19:33,2022,1,Thursday,Weekday,Night
20227034,Single,130,22:00,2022,1,Thursday,Weekday,Night
20224048,Single,50,7:30,2022,1,Tuesday,Weekday,Day
20221214,Single,60,9:20,2022,1,Tuesday,Weekday,Day
20223142,Single,80,13:00,2022,1,Tuesday,Weekday,Day
20222100,Single,100,14:00,2022,1,Tuesday,Weekday,Day
20223021,Single,60,0:00,2022,1,Wednesday,Weekday,Night
20221158,Single,60,1:25,2022,1,Wednesday,Weekday,Night
