Vehicle_ID,Bus_Involvement,Heavy_Rigid_Truck,Articulated_Truck,Speed_Limit
2652,No,No,No,100
2653,No,No,No,100
2654,No,No,No,60
2655,No,No,No,60
2656,No,No,No,60
2657,No,No,No,60
2658,No,No,No,100
2659,No,No,No,50
2660,No,No,No,60
2661,No,No,No,60
2662,No,No,No,110
2663,No,No,No,60
2664,No,No,No,60
2665,No,Yes,No,60
2666,No,No,No,80
2667,No,Yes,No,60
2668,No,No,No,50
2669,No,No,No,100
2670,No,No,No,80
2671,No,No,No,70
2672,No,No,No,70
2673,No,No,No,70
2674,No,No,No,40
2675,No,No,Yes,100
2676,No,No,Yes,100
2677,No,No,Yes,100
2678,No,No,Yes,100
2679,No,No,No,110
2680,No,No,No,60
2681,No,Yes,No,110
2682,No,Yes,No,80
2683,No,Yes,No,100
2684,No,No,No,80
2685,No,No,No,80
2686,No,No,No,100
2687,No,No,No,60
2688,No,No,Yes,100
2689,No,No,No,80
2690,No,No,No,100
2691,No,No,No,100
2692,No,No,No,60
2693,No,No,No,100
2694,No,No,No,50
2695,No,No,No,100
2696,No,No,No,100
2697,No,No,No,100
2698,No,No,Yes,60
2699,No,No,No,60
2700,No,No,No,80
2701,No,No,No,100
2702,No,No,No,80
2703,No,No,No,60
2704,No,No,No,130
2705,No,No,No,100
2706,No,No,No,80
2707,No,No,No,60
2708,No,No,No,50
2709,No,No,No,100
2710,No,No,No,100
2711,No,No,No,50
2712,No,No,No,80
2713,No,No,No,100
2714,No,No,No,110
2715,No,No,Yes,100
2716,No,No,Yes,100
2717,No,No,No,70
2718,No,No,No,60
2719,No,No,No,60
2720,No,No,No,60
2721,No,No,No,110
2722,No,No,No,100
2723,No,No,Yes,100
2724,No,No,No,70
2725,No,No,No,70
2726,No,No,No,70
2727,No,Yes,No,40
2728,No,Yes,No,100
2729,No,No,No,110
2730,No,No,No,110
2731,No,No,No,60
2732,No,No,No,100
2733,No,No,No,50
2734,No,No,No,100
2735,Yes,No,No,60
2736,No,No,No,60
2737,No,No,No,100
2738,No,No,No,90
2739,No,No,No,50
2740,No,No,No,100
2741,No,No,No,70
2742,No,No,No,70
2743,No,No,No,100
2744,No,No,No,70
2745,No,No,No,100
2746,No,No,No,50
2747,No,No,No,100
2748,No,No,No,100
2749,No,No,No,100
2750,No,Yes,No,100
2751,No,No,No,100
2752,No,No,No,50
2753,No,No,No,60
2754,No,No,No,100
2755,No,No,No,100
2756,No,No,No,60
2757,No,No,No,70
2758,No,No,No,60
2759,No,No,No,60
2760,No,No,No,100
2761,No,No,No,50
2762,No,No,No,60
2763,No,No,No,60
2764,No,No,No,100
2765,No,No,No,100
2766,Yes,No,No,60
2767,No,No,Yes,100
2768,No,No,No,50
2769,No,No,No,60
2770,No,No,No,60
2771,No,No,No,100
2772,No,No,No,60
2773,No,Yes,No,100
2774,No,No,No,100
2775,No,No,No,50
2776,No,No,No,60
2777,No,No,No,100
2778,No,No,No,70
2779,No,No,No,100
2780,No,No,No,70
2781,No,No,No,50
2782,No,No,No,100
2783,No,No,No,50
2784,No,No,No,50
2785,No,No,No,80
2786,No,Yes,No,80
2787,No,No,No,70
2788,No,No,No,70
2789,No,No,No,70
2790,No,No,No,70
2791,No,No,Yes,80
2792,No,No,Yes,80
2793,No,No,No,60
2794,No,No,No,50
2795,No,No,No,80
2796,No,No,Yes,90
2797,No,No,No,80
2798,No,No,No,100
2799,No,No,No,100
2800,No,No,No,100
2801,No,No,No,60
2802,No,No,No,80
2803,No,No,No,80
2804,No,No,No,100
2805,No,No,No,100
2806,No,No,No,70
2807,No,No,No,100
2808,No,No,No,50
2809,No,No,No,80
2810,No,No,No,60
2811,No,No,No,60
2812,No,No,No,100
2813,No,No,No,110
2814,No,No,No,100
2815,No,No,No,80
2816,No,No,No,60
2817,No,No,No,100
2818,No,No,No,100
2819,No,No,No,80
2820,No,No,No,100
2821,No,No,No,50
2822,No,No,No,100
2823,No,No,No,60
2824,No,Yes,No,50
2825,No,No,No,80
2826,No,No,No,100
2827,No,No,No,80
2828,No,No,No,60
2829,No,No,No,80
2830,No,No,No,110
2831,No,No,No,60
2832,No,No,Yes,100
2833,No,No,No,40
2834,No,No,No,50
2835,No,Yes,No,100
2836,No,Yes,No,100
2837,No,No,No,100
2838,No,Yes,No,50
2839,No,Yes,No,70
2840,No,No,No,100
2841,No,Yes,No,80
2842,No,No,No,110
2843,No,No,No,100
2844,No,No,No,60
2845,No,No,No,40
2846,No,No,No,50
2847,No,No,No,100
2848,No,No,No,60
2849,No,No,No,60
2850,No,No,No,60
2851,No,No,No,100
2852,No,No,No,110
2853,No,No,No,110
2854,No,No,No,50
2855,No,No,No,100
2856,Yes,Yes,No,80
2857,No,No,No,100
2858,No,No,No,100
2859,No,No,No,70
2860,No,No,Yes,100
2861,No,No,No,100
2862,No,No,No,90
2863,No,No,No,100
2864,No,No,No,100
2865,No,No,No,100
2866,No,No,No,60
2867,No,No,No,100
2868,No,No,No,80
2869,No,No,No,100
2870,No,No,No,40
2871,No,No,No,80
2872,No,No,No,100
2873,No,No,No,50
2874,No,No,No,80
2875,No,No,No,60
2876,No,No,No,60
2877,No,No,No,110
2878,No,No,No,100
2879,No,No,No,100
2880,No,Yes,No,70
2881,No,No,No,60
2882,No,No,No,100
2883,No,No,No,80
2884,No,No,Yes,60
2885,No,No,No,100
2886,No,No,No,70
2887,No,No,No,60
2888,No,No,No,80
2889,No,No,No,100
2890,No,No,No,100
2891,No,No,No,80
2892,No,No,No,100
2893,No,No,No,100
2894,No,No,No,70
2895,No,No,Yes,100
2896,No,No,No,60
2897,No,No,Yes,100
2898,No,No,Yes,100
2899,No,No,No,100
2900,No,No,No,100
2901,No,No,No,90
2902,No,No,No,100
2903,No,No,No,80
2904,No,No,No,100
2905,No,No,Yes,100
2906,No,No,No,100
2907,No,No,No,80
2908,No,No,No,110
2909,No,No,No,100
2910,No,No,Yes,100
2911,No,No,No,80
2912,No,Yes,No,100
2913,No,Yes,No,100
2914,No,Yes,No,100
2915,No,No,No,100
2916,No,No,Yes,100
2917,No,No,No,110
2918,No,No,No,100
2919,No,No,No,70
2920,No,Yes,No,60
2921,No,No,No,60
2922,No,No,No,50
2923,No,No,Yes,130
2924,No,Yes,No,50
2925,No,No,No,60
2926,No,Yes,No,80
2927,No,No,No,100
2928,No,No,No,60
2929,No,No,No,60
2930,No,No,No,80
2931,No,Yes,No,110
2932,No,No,No,100
2933,No,No,No,100
2934,No,No,No,100
2935,No,No,No,60
2936,No,No,No,50
2937,No,No,No,70
2938,No,No,No,80
2939,No,No,No,100
2940,No,No,No,110
2941,No,No,No,100
2942,No,No,No,70
2943,No,No,No,100
2944,No,No,No,40
2945,No,No,No,100
2946,No,No,Yes,100
2947,No,No,No,50
2948,No,No,No,80
2949,No,No,No,100
2950,No,Yes,No,100
2951,No,No,No,90
2952,No,No,No,100
2953,No,No,No,50
2954,No,No,No,60
2955,No,No,No,60
2956,No,No,No,60
2957,No,No,No,110
2958,No,No,No,80
2959,No,No,No,110
2960,No,No,No,50
2961,No,No,Yes,100
2962,No,No,No,100
2963,No,No,No,100
2964,No,No,No,100
2965,No,No,Yes,100
2966,No,No,No,110
2967,No,No,No,60
2968,No,No,No,80
2969,No,No,No,50
2970,No,No,No,50
2971,No,No,No,80
2972,No,No,No,80
2973,No,No,No,50
2974,No,No,No,100
2975,No,No,No,60
2976,No,No,No,110
2977,No,No,No,60
2978,No,No,No,100
2979,No,No,Yes,110
2980,No,No,No,50
2981,No,No,No,100
2982,No,No,No,100
2983,No,No,No,60
2984,No,No,No,50
2985,No,No,No,80
2986,No,No,No,80
2987,No,No,No,80
2988,No,No,Yes,100
2989,No,No,No,50
2990,No,No,No,110
2991,No,No,No,80
2992,No,Yes,No,60
2993,No,No,No,100
2994,No,No,No,50
2995,No,No,No,60
2996,No,No,No,100
2997,No,No,No,80
2998,No,No,No,80
2999,No,No,No,80
3000,No,No,No,110
3001,No,No,No,60
3002,No,No,No,80
3003,No,No,No,70
3004,No,No,No,80
3005,No,No,No,100
3006,No,No,No,100
3007,No,No,No,100
3008,No,No,Yes,80
3009,No,No,No,110
3010,No,No,No,70
3011,No,No,No,100
3012,No,No,No,100
3013,No,No,No,100
3014,No,No,No,50
3015,No,No,No,60
3016,No,Yes,No,50
3017,No,No,No,110
3018,No,Yes,No,100
3019,No,No,No,50
3020,No,No,No,70
3021,No,No,No,100
3022,No,Yes,No,60
3023,No,Yes,No,100
3024,No,No,No,90
3025,No,No,No,110
3026,No,No,No,80
3027,No,No,No,70
3028,No,No,No,50
3029,No,Yes,No,50
3030,No,No,No,60
3031,No,No,No,100
3032,No,No,No,100
3033,No,No,Yes,100
3034,No,No,No,50
3035,No,No,Yes,110
3036,No,No,No,100
3037,No,No,No,100
3038,No,No,No,100
3039,No,No,No,50
3040,No,Yes,No,100
3041,No,Yes,No,100
3042,No,No,No,100
3043,No,No,No,100
3044,No,No,No,60
3045,No,No,No,80
3046,No,No,No,100
3047,No,No,No,100
3048,No,Yes,No,50
3049,No,Yes,No,80
3050,No,No,No,60
3051,No,No,No,110
3052,No,Yes,No,40
3053,No,No,No,110
3054,No,Yes,No,60
3055,No,No,No,50
3056,No,Yes,No,70
3057,No,No,No,100
3058,Yes,No,No,70
3059,No,No,No,60
3060,No,No,No,80
3061,No,No,No,60
3062,No,No,No,60
3063,No,No,No,80
3064,No,No,No,80
3065,No,No,No,100
3066,No,No,Yes,50
3067,No,No,No,80
3068,No,No,No,100
3069,No,No,No,100
3070,No,No,No,100
3071,No,No,No,80
3072,No,No,No,80
3073,No,No,No,80
3074,No,No,No,60
3075,No,No,No,80
3076,No,No,No,40
3077,No,No,No,100
3078,No,No,No,100
3079,No,No,No,60
3080,No,No,No,80
3081,No,No,Yes,100
3082,No,No,No,110
3083,No,Yes,No,80
3084,No,No,Yes,110
3085,No,No,No,100
3086,No,Yes,No,100
3087,No,No,No,60
3088,No,No,No,110
3089,No,No,No,100
3090,No,Yes,No,100
3091,No,No,No,50
3092,No,No,No,80
3093,No,No,No,80
3094,No,No,No,80
3095,No,No,No,60
3096,No,No,No,40
3097,No,No,No,80
3098,No,No,Yes,80
3099,No,Yes,No,100
3100,No,No,Yes,60
3101,No,No,No,100
3102,No,No,No,100
3103,No,No,No,100
3104,No,No,No,100
3105,No,No,No,60
3106,No,No,No,60
3107,No,No,No,100
3108,No,No,No,110
3109,No,No,No,100
3110,No,No,No,100
3111,No,No,No,50
3112,No,No,Yes,100
3113,No,No,No,60
3114,No,No,No,100
3115,No,No,No,100
3116,No,No,Yes,100
3117,No,No,No,80
3118,No,No,No,110
3119,No,No,No,60
3120,No,No,No,100
3121,No,No,No,70
3122,No,No,No,60
3123,No,No,No,110
3124,No,No,No,100
3125,No,No,No,100
3126,No,No,No,80
3127,No,No,No,80
3128,No,No,No,100
3129,Yes,No,No,50
3130,No,No,No,50
3131,No,No,No,60
3132,No,Yes,No,60
3133,No,Yes,No,60
3134,No,No,No,110
3135,No,No,No,60
3136,No,No,No,50
3137,No,No,No,100
3138,Yes,No,No,50
3139,No,No,No,100
3140,No,No,No,60
3141,No,No,No,60
3142,No,No,No,100
3143,No,No,No,110
3144,No,No,No,60
3145,No,No,No,100
3146,No,No,No,100
3147,No,No,No,100
3148,No,No,No,100
3149,No,No,No,100
3150,No,No,Yes,60
3151,No,No,Yes,60
3152,No,No,No,60
3153,No,No,No,50
3154,No,No,No,70
3155,No,No,No,100
3156,No,No,No,60
3157,No,No,No,30
3158,No,No,No,70
3159,No,Yes,No,100
3160,No,No,Yes,80
3161,No,No,No,100
3162,No,No,No,60
3163,No,No,No,100
3164,No,No,No,80
3165,No,No,No,80
3166,No,No,No,100
3167,No,No,No,50
3168,No,No,No,60
3169,No,No,Yes,110
3170,No,No,No,40
3171,No,No,No,60
3172,No,No,No,80
3173,No,No,No,110
3174,No,No,No,60
3175,No,No,No,60
3176,No,No,No,80
3177,No,Yes,No,110
3178,No,No,Yes,110
3179,No,No,No,100
3180,No,No,No,100
3181,No,No,No,60
3182,No,No,No,110
3183,No,No,Yes,60
3184,No,No,No,60
3185,No,No,No,50
3186,No,No,No,100
3187,No,No,No,60
3188,No,No,No,60
3189,No,No,No,100
3190,No,No,No,100
3191,No,No,No,100
3192,No,No,No,60
3193,No,No,No,100
3194,No,No,No,60
3195,No,No,No,80
3196,No,No,No,60
3197,No,No,No,110
3198,No,No,No,100
3199,No,No,Yes,100
3200,No,No,Yes,80
3201,No,No,Yes,80
3202,No,No,Yes,80
3203,No,No,No,100
3204,No,No,No,100
3205,No,No,No,80
3206,No,No,No,100
3207,No,Yes,No,110
3208,No,No,No,60
3209,No,No,No,60
3210,No,No,No,80
3211,No,No,No,5
3212,No,No,No,110
3213,No,No,No,80
3214,No,Yes,No,50
3215,No,No,No,50
3216,No,No,No,110
3217,No,No,No,70
3218,No,No,No,110
3219,No,No,No,50
3220,No,No,No,60
3221,No,No,Yes,100
3222,No,No,No,50
3223,No,No,No,50
3224,No,No,No,80
3225,No,No,No,100
3226,No,No,No,80
3227,No,No,No,100
3228,No,No,No,90
3229,No,No,No,100
3230,No,No,No,100
3231,No,Yes,No,100
3232,No,No,No,70
3233,No,No,No,60
3234,No,No,No,50
3235,No,No,No,80
3236,No,No,No,50
3237,No,No,No,50
3238,No,No,No,60
3239,No,No,No,100
3240,No,No,No,50
3241,No,No,No,100
3242,No,No,No,110
3243,No,No,No,100
3244,No,No,No,60
3245,No,No,No,110
3246,No,No,No,40
3247,No,No,No,50
3248,No,No,No,80
3249,No,No,No,50
3250,No,No,No,100
3251,No,No,No,100
3252,No,No,No,100
3253,No,No,No,100
3254,No,No,No,80
3255,No,No,No,60
3256,No,No,No,100
3257,No,No,No,100
3258,No,No,No,100
3259,No,No,No,60
3260,No,No,Yes,50
3261,No,No,No,70
3262,No,No,No,50
3263,No,No,No,80
3264,No,No,No,110
3265,No,No,No,110
3266,Yes,No,No,80
3267,No,No,No,100
3268,No,No,No,60
3269,No,No,No,50
3270,No,Yes,No,100
3271,No,No,No,70
3272,No,No,No,50
3273,No,No,No,70
3274,No,No,No,50
3275,No,No,No,100
3276,No,No,No,60
3277,No,No,No,80
3278,No,No,No,60
3279,No,No,No,60
3280,No,No,No,60
3281,No,No,No,60
3282,No,No,No,80
3283,No,No,No,70
3284,No,No,No,70
3285,No,No,No,100
3286,Yes,No,No,60
3287,No,No,Yes,100
3288,No,No,Yes,100
3289,No,No,No,50
3290,No,No,No,90
3291,No,No,No,60
3292,No,No,No,60
3293,No,No,No,60
3294,No,No,No,60
3295,No,No,No,70
3296,No,Yes,Yes,100
3297,No,Yes,No,60
3298,No,No,No,80
3299,No,No,No,100
3300,No,No,No,110
3301,No,No,No,60
3302,No,Yes,No,110
3303,No,No,No,80
3304,No,No,No,100
3305,No,No,No,100
3306,No,No,No,100
3307,No,No,No,100
3308,No,No,Yes,110
3309,No,No,Yes,110
3310,No,No,No,100
3311,No,No,No,60
3312,No,No,No,60
3313,No,No,No,60
3314,No,No,No,100
3315,No,No,No,50
3316,No,No,Yes,110
3317,No,No,No,100
3318,No,No,No,100
3319,No,No,No,110
3320,No,No,No,80
3321,No,No,Yes,100
3322,No,No,No,40
3323,No,No,No,50
3324,No,No,No,100
3325,No,No,Yes,100
3326,No,No,No,70
3327,No,No,Yes,100
3328,No,Yes,No,50
3329,No,No,No,100
3330,No,No,No,100
3331,No,No,No,100
3332,No,Yes,No,60
3333,No,Yes,No,60
3334,No,No,No,100
3335,No,No,No,70
3336,No,No,No,70
3337,No,No,No,110
3338,No,No,No,100
3339,No,No,No,110
3340,No,No,No,70
3341,No,No,No,100
3342,No,No,No,70
3343,No,No,No,100
3344,No,No,No,50
3345,No,No,No,50
3346,No,No,No,110
3347,No,No,No,100
3348,No,No,No,60
3349,No,No,No,60
3350,No,No,No,100
3351,No,No,No,100
3352,No,No,Yes,100
3353,No,Yes,No,110
3354,No,No,No,80
3355,No,No,No,50
3356,No,No,No,80
3357,No,No,No,100
3358,No,No,No,80
3359,No,No,Yes,70
3360,No,No,No,100
3361,No,No,No,110
3362,No,No,No,110
3363,No,No,No,100
3364,No,No,No,100
3365,No,No,No,100
3366,No,No,No,90
3367,No,No,No,100
3368,No,No,No,60
3369,No,Yes,No,80
3370,No,Yes,Yes,110
3371,No,No,No,100
3372,No,Yes,No,50
3373,No,No,No,100
3374,No,No,No,100
3375,No,No,Yes,110
3376,No,Yes,No,100
3377,No,Yes,No,60
3378,No,No,No,70
3379,No,No,No,80
3380,No,Yes,No,80
3381,No,Yes,No,50
3382,No,No,No,50
3383,No,No,No,100
3384,No,No,No,60
3385,No,No,No,60
3386,No,No,No,100
3387,No,No,No,100
3388,No,No,No,40
3389,No,No,No,100
3390,No,No,No,60
3391,No,No,Yes,110
3392,No,No,No,100
3393,No,No,No,60
3394,No,No,No,110
3395,No,No,No,110
3396,No,No,No,110
3397,No,No,No,60
3398,No,No,No,100
3399,No,Yes,No,100
3400,No,No,No,70
3401,No,No,No,70
3402,No,No,No,70
3403,No,No,Yes,110
3404,No,No,No,60
3405,No,No,No,100
3406,No,No,No,110
3407,No,No,No,60
3408,No,No,No,110
3409,No,No,Yes,110
3410,No,No,Yes,110
3411,No,No,Yes,60
3412,No,No,No,50
3413,No,No,No,50
3414,No,No,No,60
3415,No,No,No,100
3416,No,No,No,110
3417,No,No,No,60
3418,No,No,No,60
3419,No,No,No,60
3420,No,No,No,100
3421,No,No,No,60
3422,No,No,No,110
3423,No,No,No,60
3424,No,No,No,100
3425,No,No,No,60
3426,No,No,No,100
3427,No,No,No,110
3428,No,No,No,100
3429,No,No,No,60
3430,No,Yes,No,90
3431,No,No,Yes,100
3432,No,No,No,70
3433,No,No,No,70
3434,No,No,No,50
3435,No,No,No,60
3436,No,No,No,60
3437,No,No,No,100
3438,No,No,No,100
3439,No,No,No,130
3440,No,No,No,100
3441,No,No,No,100
3442,No,No,No,110
3443,No,No,No,110
3444,No,No,No,110
3445,No,No,No,70
3446,No,No,No,80
3447,No,No,No,100
3448,No,No,No,110
3449,No,No,No,110
3450,No,No,No,110
3451,No,No,No,80
3452,No,No,Yes,100
3453,No,No,Yes,100
3454,No,No,Yes,100
3455,No,No,No,100
3456,No,No,No,100
3457,No,No,No,110
3458,No,No,No,100
3459,No,No,No,70
3460,No,No,No,60
3461,No,No,No,50
3462,No,No,Yes,100
3463,No,No,No,80
3464,No,No,No,60
3465,No,No,No,110
3466,No,No,No,100
3467,No,No,No,50
3468,No,No,No,80
3469,No,No,No,50
3470,No,No,No,70
3471,No,No,No,50
3472,No,No,Yes,100
3473,No,No,No,70
3474,No,No,Yes,100
3475,No,No,No,80
3476,No,No,No,50
3477,No,No,No,40
3478,No,No,Yes,60
3479,No,No,No,100
3480,No,No,No,50
3481,No,No,No,110
3482,No,No,No,110
3483,No,No,No,100
3484,No,No,No,80
3485,No,No,No,100
3486,No,No,No,90
3487,No,No,No,80
3488,No,No,Yes,100
3489,No,No,No,100
3490,No,No,No,70
3491,No,Yes,No,130
3492,No,No,No,50
3493,No,No,No,50
3494,No,No,No,50
3495,No,No,No,100
3496,No,No,No,100
3497,No,No,Yes,80
3498,No,No,No,100
3499,No,No,Yes,100
3500,No,No,No,50
3501,No,Yes,Yes,100
3502,No,No,Yes,60
3503,No,No,No,60
3504,No,No,No,60
3505,No,No,No,100
3506,No,No,No,100
3507,No,No,No,60
3508,No,No,Yes,110
3509,No,No,No,60
3510,No,No,No,100
3511,No,No,No,40
3512,No,No,No,80
3513,No,No,No,70
3514,No,No,Yes,110
3515,No,No,No,60
3516,No,No,No,110
3517,No,No,No,100
3518,No,No,No,110
3519,No,No,No,80
3520,No,No,No,110
3521,No,No,No,60
3522,No,No,No,80
3523,No,No,No,100
3524,No,No,No,80
3525,No,No,No,110
3526,No,No,No,80
3527,No,No,No,60
3528,No,No,No,50
3529,No,No,No,100
3530,No,No,No,80
3531,No,No,No,50
3532,No,No,No,100
3533,No,No,No,110
3534,No,No,No,60
3535,No,No,No,100
3536,No,No,No,80
3537,No,No,No,60
3538,No,No,No,60
3539,No,No,No,110
3540,No,No,No,100
3541,No,No,No,60
3542,No,No,No,60
3543,No,No,No,60
3544,No,No,No,60
3545,No,No,No,110
3546,No,No,No,60
3547,No,No,No,110
3548,No,No,No,110
3549,No,No,No,110
3550,No,No,No,100
3551,No,Yes,No,100
3552,No,No,Yes,100
3553,No,No,No,110
3554,No,No,No,110
3555,No,No,No,100
3556,No,No,No,100
3557,No,No,No,50
3558,No,No,No,50
3559,Yes,No,No,60
3560,No,Yes,No,80
3561,No,No,No,100
3562,No,No,No,100
3563,No,No,No,70
3564,No,No,No,50
3565,No,No,No,50
3566,No,No,No,110
3567,No,No,No,110
3568,No,No,No,50
3569,No,Yes,No,100
3570,No,Yes,No,100
3571,No,Yes,No,50
3572,No,No,No,60
3573,No,No,No,100
3574,No,No,Yes,80
3575,No,No,No,110
3576,No,No,No,50
3577,No,No,No,100
3578,No,No,No,110
3579,No,No,No,100
3580,No,No,No,50
3581,No,No,No,80
3582,No,No,Yes,80
3583,No,No,Yes,110
3584,No,No,No,50
3585,No,No,Yes,110
3586,No,No,No,50
3587,No,No,No,60
3588,No,No,Yes,110
3589,Yes,No,No,110
3590,No,No,No,100
3591,No,No,No,100
3592,No,No,Yes,110
3593,No,No,No,130
3594,No,No,Yes,100
3595,No,No,No,110
3596,No,No,No,100
3597,No,No,No,100
3598,No,No,No,110
3599,No,No,No,60
3600,No,No,No,50
3601,No,No,No,100
3602,No,No,No,50
3603,No,No,No,60
3604,No,No,No,50
3605,No,No,No,60
3606,No,No,No,110
3607,No,No,No,110
3608,Yes,No,No,50
3609,No,No,No,100
3610,No,No,No,100
3611,No,No,No,110
3612,No,No,No,80
3613,No,No,No,80
3614,No,No,No,80
3615,No,No,No,70
3616,No,No,No,80
3617,No,No,No,110
3618,No,No,No,60
3619,No,No,No,80
3620,No,No,No,100
3621,No,No,No,60
3622,No,No,No,110
3623,No,No,No,60
3624,No,No,No,50
3625,No,No,No,70
3626,No,No,Yes,110
3627,No,No,No,100
3628,No,No,No,110
3629,No,No,No,110
3630,No,No,No,50
3631,No,No,No,100
3632,No,No,No,80
3633,No,No,No,110
3634,No,No,No,100
3635,No,No,No,100
3636,No,No,No,100
3637,No,No,No,100
3638,No,No,No,110
3639,No,No,No,60
3640,No,No,No,60
3641,No,No,No,80
3642,Yes,No,No,100
3643,No,No,No,70
3644,No,No,No,50
3645,Yes,No,No,60
3646,No,No,No,50
3647,No,No,No,40
3648,No,No,No,80
3649,No,No,No,50
3650,No,No,No,100
3651,No,No,No,60
3652,No,No,Yes,100
3653,No,No,No,80
3654,Yes,No,No,80
3655,No,No,No,100
3656,No,No,No,100
3657,No,No,No,80
3658,No,Yes,No,110
3659,No,No,No,100
3660,No,No,Yes,100
3661,No,No,No,100
3662,No,No,Yes,100
3663,No,No,No,100
3664,No,Yes,No,60
3665,No,No,No,100
3666,No,No,No,80
3667,No,No,No,40
3668,No,No,No,50
3669,No,No,No,130
3670,No,No,No,50
3671,No,No,No,60
3672,No,Yes,Yes,50
3673,No,No,No,60
3674,No,No,No,100
3675,No,No,Yes,80
3676,No,No,No,100
3677,No,No,No,100
3678,No,No,No,100
3679,No,No,No,50
3680,No,No,No,80
3681,No,No,No,60
3682,No,No,No,80
3683,No,No,No,80
3684,No,No,No,80
3685,No,No,No,80
3686,No,No,No,100
3687,No,No,No,100
3688,No,No,No,60
3689,No,No,No,70
3690,No,No,No,60
3691,No,No,No,60
3692,No,Yes,No,50
3693,No,No,No,100
3694,No,No,No,70
3695,No,No,No,100
3696,No,No,No,80
3697,No,No,No,100
3698,No,No,No,110
3699,No,No,No,110
3700,No,No,No,100
3701,No,No,No,80
3702,No,No,No,100
3703,No,Yes,No,60
3704,No,No,No,60
3705,No,No,No,100
3706,No,No,No,50
3707,No,No,No,110
3708,No,No,No,110
3709,No,No,No,100
3710,No,No,No,100
3711,No,No,No,50
3712,No,No,No,60
3713,No,No,No,70
3714,No,No,No,70
3715,No,No,No,100
3716,No,No,No,110
3717,No,No,Yes,60
3718,No,No,No,100
3719,No,No,No,100
3720,No,No,No,100
3721,No,No,No,100
3722,No,No,No,110
3723,No,No,No,100
3724,No,No,No,100
3725,No,No,No,100
3726,No,No,No,110
3727,No,No,No,110
3728,No,No,No,100
3729,No,No,No,100
3730,No,No,No,80
3731,No,Yes,No,70
3732,No,Yes,No,110
3733,No,No,No,50
3734,No,No,No,50
3735,No,No,Yes,110
3736,No,No,No,60
3737,No,No,No,70
3738,No,No,No,80
3739,No,No,No,60
3740,No,No,No,80
3741,No,No,No,80
3742,No,No,No,110
3743,No,No,Yes,100
3744,No,No,No,60
3745,No,No,No,110
3746,No,No,No,100
3747,No,No,No,70
3748,No,No,No,60
3749,No,No,No,40
3750,No,No,No,50
3751,No,No,No,110
3752,No,No,Yes,100
3753,No,No,No,50
3754,No,No,No,100
3755,No,No,No,60
3756,No,No,No,100
3757,No,No,No,110
3758,No,No,No,80
3759,No,No,No,70
3760,No,No,No,60
3761,No,No,No,100
3762,No,Yes,No,100
3763,No,No,No,80
3764,No,No,No,100
3765,No,No,Yes,60
3766,No,No,No,80
3767,No,No,No,70
3768,No,No,Yes,100
3769,No,No,Yes,100
3770,No,No,No,100
3771,No,No,No,80
3772,No,No,No,80
3773,No,No,No,80
3774,No,No,No,100
3775,No,No,No,90
3776,No,No,No,70
3777,No,No,No,60
3778,No,No,No,100
3779,No,No,No,60
3780,No,No,No,60
3781,No,No,No,100
3782,No,No,No,60
3783,No,No,Yes,110
3784,No,No,Yes,110
3785,No,No,No,100
3786,No,No,No,100
3787,No,No,No,100
3788,No,No,No,70
3789,No,No,No,100
3790,No,No,No,100
3791,No,No,No,100
3792,No,No,No,50
3793,No,No,Yes,110
3794,No,No,No,80
3795,No,No,No,100
3796,No,No,No,100
3797,No,No,No,100
3798,No,No,No,60
3799,No,No,No,110
3800,No,No,No,100
3801,No,No,No,90
3802,No,No,No,90
3803,No,No,No,100
3804,No,No,No,100
3805,No,No,No,100
3806,No,No,No,100
3807,No,No,No,60
3808,No,No,No,50
3809,No,No,No,100
3810,No,No,No,100
3811,No,No,No,100
3812,No,No,No,100
3813,No,No,Yes,100
3814,No,No,No,100
3815,No,Yes,No,100
3816,No,No,No,110
3817,No,No,No,60
3818,No,No,Yes,80
3819,No,No,No,110
3820,No,No,No,80
3821,Yes,No,No,100
3822,No,No,Yes,80
3823,No,No,No,70
3824,No,No,Yes,110
3825,No,No,Yes,100
3826,No,No,Yes,110
3827,No,No,No,50
3828,No,No,No,80
3829,No,No,No,80
3830,No,No,No,50
3831,No,No,No,100
3832,No,No,Yes,70
3833,No,No,No,110
3834,No,No,No,110
3835,No,No,No,50
3836,No,No,No,80
3837,No,No,No,60
3838,No,No,No,60
3839,No,No,Yes,100
3840,No,No,Yes,60
3841,No,Yes,No,100
3842,No,No,No,60
3843,No,No,No,60
3844,No,No,Yes,100
3845,No,No,No,70
3846,No,No,No,80
3847,No,No,No,50
3848,No,No,No,80
3849,No,No,No,60
3850,No,No,No,60
3851,No,No,No,50
3852,No,No,No,80
3853,No,No,No,60
3854,No,No,No,50
3855,No,No,No,60
3856,No,No,No,100
3857,No,No,Yes,100
3858,No,No,Yes,70
3859,No,No,No,80
3860,No,No,No,110
3861,No,No,No,100
3862,No,No,No,90
3863,No,No,No,100
3864,No,No,Yes,80
3865,No,No,No,100
3866,No,No,Yes,100
3867,No,No,No,100
3868,No,No,No,110
3869,No,No,No,60
3870,No,No,No,70
3871,No,No,No,60
3872,No,No,No,60
3873,No,No,No,80
3874,No,No,No,80
3875,No,No,No,100
3876,No,No,No,70
3877,No,No,No,100
3878,No,No,No,100
3879,No,No,No,100
