Participant ID,Gender,Age,Age Group,Road User,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement
2466,Male,19,17_to_25,Passenger,No,No,No
2467,Male,69,65_to_74,Driver,No,No,No
2468,Male,28,26_to_39,Driver,No,No,No
2469,Male,20,17_to_25,Pedestrian,No,No,Yes
2470,Male,33,26_to_39,Motorcycle rider,No,No,No
2471,Female,34,26_to_39,Driver,No,No,No
2472,Female,79,75_or_older,Driver,No,Yes,No
2473,Male,31,26_to_39,Motorcycle rider,No,No,No
2474,Male,44,40_to_64,Pedestrian,No,No,No
2475,Female,77,75_or_older,Pedestrian,No,No,No
2476,Male,67,65_to_74,Pedal cyclist,No,No,No
2477,Male,76,75_or_older,Driver,No,No,No
2478,Male,89,75_or_older,Driver,No,No,No
2479,Male,16,0_to_16,Passenger,No,No,No
2480,Male,37,26_to_39,Pedestrian,No,No,No
2481,Male,3,0_to_16,Pedestrian,No,No,No
2482,Male,55,40_to_64,Pedestrian,No,No,No
2483,Male,38,26_to_39,Driver,No,No,No
2484,Male,46,40_to_64,Pedestrian,No,No,No
2485,Male,62,40_to_64,Driver,No,No,Yes
2486,Male,62,40_to_64,Pedestrian,No,Yes,No
2487,Male,74,65_to_74,Pedestrian,No,Yes,No
2488,Male,63,40_to_64,Driver,No,Yes,No
2489,Male,15,0_to_16,Passenger,No,Yes,No
2490,Female,68,65_to_74,Driver,No,Yes,No
2491,Male,54,40_to_64,Motorcycle rider,No,No,No
2492,Male,4,0_to_16,Passenger,No,No,No
2493,Male,85,75_or_older,Pedestrian,No,No,No
2494,Female,15,0_to_16,Passenger,No,No,No
2495,Female,21,17_to_25,Driver,No,No,No
2496,Female,22,17_to_25,Driver,No,Yes,No
2497,Female,16,0_to_16,Passenger,No,Yes,No
2498,Male,58,40_to_64,Driver,No,Yes,No
2499,Male,66,65_to_74,Motorcycle rider,No,Yes,No
2500,Male,16,0_to_16,Passenger,No,No,No
2501,Male,64,40_to_64,Driver,No,No,No
2502,Male,73,65_to_74,Driver,No,No,No
2503,Male,19,17_to_25,Driver,No,No,No
2504,Male,28,26_to_39,Motorcycle rider,No,No,No
2505,Male,49,40_to_64,Driver,No,No,No
2506,Male,48,40_to_64,Driver,No,No,No
2507,Female,53,40_to_64,Driver,No,No,No
2508,Male,5,0_to_16,Pedestrian,No,No,No
2509,Female,51,40_to_64,Driver,No,No,No
2510,Male,50,40_to_64,Motorcycle rider,No,No,No
2511,Female,62,40_to_64,Driver,No,Yes,No
2512,Male,39,26_to_39,Driver,No,No,No
2513,Female,42,40_to_64,Passenger,No,No,No
2514,Male,21,17_to_25,Driver,No,No,No
2515,Male,21,17_to_25,Driver,No,No,No
2516,Male,35,26_to_39,Motorcycle rider,No,No,No
2517,Male,34,26_to_39,Driver,No,No,No
2518,Female,25,17_to_25,Driver,No,No,No
2519,Female,64,40_to_64,Driver,No,No,No
2520,Male,78,75_or_older,Driver,No,Yes,No
2521,Male,16,0_to_16,Passenger,No,No,No
2522,Male,70,65_to_74,Driver,No,No,No
2523,Male,69,65_to_74,Driver,No,Yes,No
2524,Male,3,0_to_16,Passenger,No,No,No
2525,Male,39,26_to_39,Driver,No,No,No
2526,Male,41,40_to_64,Driver,No,No,Yes
2527,Female,43,40_to_64,Pedestrian,No,No,No
2528,Male,42,40_to_64,Driver,No,No,No
2529,Female,38,26_to_39,Passenger,No,No,No
2530,Male,59,40_to_64,Pedestrian,No,No,No
2531,Male,65,65_to_74,Pedal cyclist,No,No,No
2532,Male,27,26_to_39,Driver,Yes,No,Yes
2533,Male,36,26_to_39,Driver,No,No,No
2534,Male,53,40_to_64,Driver,No,No,No
2535,Male,17,17_to_25,Motorcycle rider,Yes,No,No
2536,Male,28,26_to_39,Driver,No,No,No
2537,Male,17,17_to_25,Passenger,No,No,No
2538,Male,52,40_to_64,Passenger,No,No,No
2539,Male,46,40_to_64,Driver,No,No,No
2540,Male,19,17_to_25,Pedestrian,Yes,No,No
2541,Male,30,26_to_39,Driver,No,No,No
2542,Male,27,26_to_39,Pedestrian,No,No,No
2543,Male,24,17_to_25,Motorcycle rider,No,No,No
2544,Male,30,26_to_39,Driver,No,No,No
2545,Male,22,17_to_25,Driver,No,No,No
2546,Male,23,17_to_25,Motorcycle rider,No,No,No
2547,Male,75,75_or_older,Driver,No,No,No
2548,Female,72,65_to_74,Driver,No,No,No
2549,Male,77,75_or_older,Driver,No,No,No
2550,Male,17,17_to_25,Passenger,No,No,No
2551,Male,17,17_to_25,Driver,No,No,No
2552,Male,72,65_to_74,Motorcycle rider,No,No,No
2553,Male,74,65_to_74,Pedestrian,No,No,No
2554,Male,74,65_to_74,Driver,No,No,No
2555,Male,63,40_to_64,Pedestrian,No,No,No
2556,Male,12,0_to_16,Passenger,No,No,No
2557,Male,28,26_to_39,Driver,No,No,No
2558,Male,80,75_or_older,Driver,No,No,Yes
2559,Male,37,26_to_39,Motorcycle rider,No,No,No
2560,Male,47,40_to_64,Motorcycle rider,No,No,No
2561,Male,36,26_to_39,Driver,No,No,No
2562,Male,66,65_to_74,Motorcycle rider,No,No,No
2563,Male,60,40_to_64,Driver,Yes,No,No
2564,Male,80,75_or_older,Driver,No,No,No
2565,Male,54,40_to_64,Driver,No,No,Yes
2566,Male,36,26_to_39,Driver,No,No,No
2567,Male,81,75_or_older,Pedestrian,No,No,No
2568,Male,60,40_to_64,Driver,No,No,No
2569,Male,20,17_to_25,Driver,No,No,No
2570,Male,34,26_to_39,Driver,No,Yes,Yes
2571,Male,53,40_to_64,Driver,No,No,No
2572,Male,76,75_or_older,Driver,Yes,No,No
2573,Female,84,75_or_older,Pedestrian,No,No,No
2574,Female,80,75_or_older,Driver,No,Yes,No
2575,Female,51,40_to_64,Driver,No,No,No
2576,Male,16,0_to_16,Passenger,No,No,No
2577,Male,61,40_to_64,Driver,No,No,No
2578,Female,47,40_to_64,Pedal cyclist,No,Yes,No
2579,Male,18,17_to_25,Motorcycle rider,No,No,No
2580,Female,24,17_to_25,Pedestrian,No,No,No
2581,Male,26,26_to_39,Motorcycle rider,No,No,Yes
2582,Female,31,26_to_39,Driver,No,No,No
2583,Male,60,40_to_64,Motorcycle rider,No,No,No
2584,Male,51,40_to_64,Pedal cyclist,No,No,No
2585,Female,89,75_or_older,Driver,No,No,No
2586,Male,82,75_or_older,Driver,No,No,No
2587,Male,74,65_to_74,Pedestrian,No,No,No
2588,Male,25,17_to_25,Driver,No,No,No
2589,Male,55,40_to_64,Motorcycle rider,No,No,No
2590,Male,47,40_to_64,Pedestrian,No,No,No
2591,Male,63,40_to_64,Driver,No,No,Yes
2592,Female,65,65_to_74,Passenger,No,Yes,No
2593,Female,84,75_or_older,Pedestrian,No,No,Yes
2594,Male,25,17_to_25,Motorcycle rider,No,No,No
2595,Male,31,26_to_39,Driver,No,No,No
2596,Male,54,40_to_64,Motorcycle rider,No,No,No
2597,Male,19,17_to_25,Pedestrian,No,No,No
2598,Female,40,40_to_64,Pedestrian,No,No,No
2599,Male,70,65_to_74,Pedal cyclist,No,No,No
2600,Male,68,65_to_74,Motorcycle rider,No,No,No
2601,Male,34,26_to_39,Motorcycle rider,No,No,No
2602,Male,26,26_to_39,Motorcycle rider,No,No,No
2603,Male,85,75_or_older,Driver,No,No,No
2604,Male,33,26_to_39,Motorcycle rider,No,No,No
2605,Male,31,26_to_39,Driver,No,No,No
2606,Male,21,17_to_25,Passenger,No,No,No
2607,Female,25,17_to_25,Driver,No,No,No
2608,Male,23,17_to_25,Driver,No,No,No
2609,Male,17,17_to_25,Passenger,No,No,No
2610,Male,25,17_to_25,Driver,No,No,No
2611,Male,69,65_to_74,Driver,No,Yes,No
2612,Female,49,40_to_64,Driver,No,No,No
2613,Male,41,40_to_64,Driver,No,No,No
2614,Female,19,17_to_25,Motorcycle pillion passenger,No,No,No
2615,Male,60,40_to_64,Motorcycle rider,No,No,No
2616,Female,48,40_to_64,Driver,No,No,Yes
2617,Female,71,65_to_74,Driver,No,No,No
2618,Female,59,40_to_64,Pedestrian,No,No,No
2619,Male,26,26_to_39,Driver,No,No,No
2620,Male,46,40_to_64,Pedestrian,No,No,No
2621,Male,51,40_to_64,Pedestrian,No,Yes,No
2622,Male,48,40_to_64,Driver,No,Yes,No
2623,Male,24,17_to_25,Driver,No,No,No
2624,Male,19,17_to_25,Driver,No,No,No
2625,Female,57,40_to_64,Driver,No,No,No
2626,Male,82,75_or_older,Pedal cyclist,No,No,No
2627,Male,62,40_to_64,Motorcycle rider,No,No,No
2628,Female,64,40_to_64,Driver,No,No,No
2629,Male,41,40_to_64,Motorcycle rider,No,No,No
2630,Male,34,26_to_39,Motorcycle rider,No,No,No
2631,Male,68,65_to_74,Motorcycle rider,No,No,No
2632,Male,39,26_to_39,Pedestrian,No,No,No
2633,Male,23,17_to_25,Passenger,No,No,No
2634,Female,19,17_to_25,Passenger,No,No,No
2635,Male,16,0_to_16,Passenger,No,No,No
2636,Male,32,26_to_39,Driver,No,No,No
2637,Male,31,26_to_39,Driver,No,No,No
2638,Male,74,65_to_74,Motorcycle rider,No,No,No
2639,Male,74,65_to_74,Pedestrian,No,No,No
2640,Male,87,75_or_older,Pedestrian,No,No,No
2641,Male,85,75_or_older,Driver,No,No,No
2642,Male,31,26_to_39,Motorcycle rider,No,No,No
2643,Male,31,26_to_39,Driver,No,No,No
2644,Male,20,17_to_25,Passenger,No,No,No
2645,Male,61,40_to_64,Driver,No,No,Yes
2646,Female,62,40_to_64,Passenger,No,No,No
2647,Male,37,26_to_39,Motorcycle rider,No,No,No
2648,Male,24,17_to_25,Passenger,No,No,No
2649,Male,15,0_to_16,Passenger,No,No,No
2650,Male,15,0_to_16,Passenger,No,No,No
2651,Male,26,26_to_39,Motorcycle rider,No,No,No
2652,Male,82,75_or_older,Driver,No,No,No
2653,Female,79,75_or_older,Passenger,No,No,No
2654,Male,92,75_or_older,Pedestrian,No,No,No
2655,Male,38,26_to_39,Motorcycle rider,No,No,No
2656,Male,25,17_to_25,Pedestrian,No,No,No
2657,Male,22,17_to_25,Pedestrian,No,No,No
2658,Male,75,75_or_older,Driver,No,No,No
2659,Male,33,26_to_39,Motorcycle rider,No,No,No
2660,Male,21,17_to_25,Motorcycle rider,No,No,No
2661,Male,79,75_or_older,Driver,No,No,No
2662,Male,80,75_or_older,Driver,No,No,No
2663,Male,62,40_to_64,Pedestrian,No,No,No
2664,Male,32,26_to_39,Pedestrian,No,No,No
2665,Male,27,26_to_39,Driver,No,Yes,No
2666,Male,81,75_or_older,Driver,No,No,No
2667,Male,43,40_to_64,Pedal cyclist,No,Yes,No
2668,Male,64,40_to_64,Pedestrian,No,No,No
2669,Male,26,26_to_39,Driver,No,No,No
2670,Female,15,0_to_16,Pedestrian,No,No,No
2671,Female,16,0_to_16,Passenger,No,No,No
2672,Male,21,17_to_25,Motorcycle rider,No,No,No
2673,Male,26,26_to_39,Motorcycle rider,No,No,No
2674,Female,83,75_or_older,Pedestrian,No,No,No
2675,Female,23,17_to_25,Passenger,No,No,Yes
2676,Female,23,17_to_25,Passenger,No,No,Yes
2677,Female,24,17_to_25,Driver,No,No,Yes
2678,Female,28,26_to_39,Passenger,No,No,Yes
2679,Male,79,75_or_older,Driver,No,No,No
2680,Male,43,40_to_64,Driver,No,No,No
2681,Male,64,40_to_64,Pedestrian,No,Yes,No
2682,Female,70,65_to_74,Pedal cyclist,No,Yes,No
2683,Male,53,40_to_64,Driver,No,Yes,No
2684,Female,55,40_to_64,Driver,No,No,No
2685,Male,65,65_to_74,Motorcycle rider,No,No,No
2686,Male,69,65_to_74,Driver,No,No,No
2687,Male,28,26_to_39,Motorcycle rider,No,No,No
2688,Male,87,75_or_older,Driver,No,No,Yes
2689,Male,36,26_to_39,Motorcycle rider,No,No,No
2690,Male,20,17_to_25,Driver,No,No,No
2691,Male,27,26_to_39,Passenger,No,No,No
2692,Female,47,40_to_64,Pedestrian,No,No,No
2693,Male,47,40_to_64,Driver,No,No,No
2694,Female,54,40_to_64,Pedestrian,No,No,No
2695,Male,32,26_to_39,Passenger,No,No,No
2696,Male,82,75_or_older,Driver,No,No,No
2697,Female,91,75_or_older,Passenger,No,No,No
2698,Male,67,65_to_74,Driver,No,No,Yes
2699,Male,45,40_to_64,Motorcycle rider,No,No,No
2700,Female,80,75_or_older,Passenger,No,No,No
2701,Female,21,17_to_25,Driver,No,No,No
2702,Male,19,17_to_25,Motorcycle rider,No,No,No
2703,Male,39,26_to_39,Driver,No,No,No
2704,Male,31,26_to_39,Driver,No,No,No
2705,Male,44,40_to_64,Pedal cyclist,No,No,No
2706,Male,47,40_to_64,Motorcycle rider,No,No,No
2707,Male,31,26_to_39,Motorcycle rider,No,No,No
2708,Male,68,65_to_74,Driver,No,No,No
2709,Male,19,17_to_25,Passenger,No,No,No
2710,Male,20,17_to_25,Driver,No,No,No
2711,Male,16,0_to_16,Passenger,No,No,No
2712,Male,28,26_to_39,Driver,No,No,No
2713,Male,31,26_to_39,Driver,No,No,No
2714,Male,28,26_to_39,Driver,No,No,No
2715,Female,38,26_to_39,Driver,No,No,Yes
2716,Female,23,17_to_25,Driver,No,No,Yes
2717,Female,40,40_to_64,Passenger,No,No,No
2718,Female,35,26_to_39,Driver,No,No,No
2719,Male,87,75_or_older,Pedestrian,No,No,No
2720,Male,67,65_to_74,Driver,No,No,No
2721,Female,25,17_to_25,Driver,No,No,No
2722,Female,28,26_to_39,Passenger,No,No,No
2723,Male,22,17_to_25,Driver,No,No,Yes
2724,Male,34,26_to_39,Passenger,No,No,No
2725,Female,67,65_to_74,Driver,No,No,No
2726,Male,32,26_to_39,Driver,No,No,No
2727,Male,52,40_to_64,Driver,No,Yes,No
2728,Male,33,26_to_39,Motorcycle rider,No,Yes,No
2729,Female,33,26_to_39,Driver,No,No,No
2730,Male,40,40_to_64,Motorcycle rider,No,No,No
2731,Male,86,75_or_older,Driver,No,No,No
2732,Female,93,75_or_older,Passenger,No,No,No
2733,Male,25,17_to_25,Motorcycle rider,No,No,No
2734,Male,65,65_to_74,Driver,No,No,No
2735,Female,25,17_to_25,Pedestrian,Yes,No,No
2736,Male,73,65_to_74,Pedestrian,No,No,No
2737,Male,43,40_to_64,Driver,No,No,No
2738,Male,38,26_to_39,Driver,No,No,No
2739,Male,84,75_or_older,Pedestrian,No,No,No
2740,Male,70,65_to_74,Motorcycle rider,No,No,No
2741,Male,64,40_to_64,Driver,No,No,No
2742,Male,74,65_to_74,Driver,No,No,No
2743,Male,16,0_to_16,Driver,No,No,No
2744,Female,62,40_to_64,Passenger,No,No,No
2745,Male,22,17_to_25,Driver,No,No,No
2746,Female,54,40_to_64,Pedestrian,No,No,No
2747,Male,21,17_to_25,Driver,No,No,No
2748,Male,42,40_to_64,Driver,No,No,No
2749,Female,22,17_to_25,Driver,No,No,No
2750,Male,34,26_to_39,Driver,No,Yes,No
2751,Male,27,26_to_39,Motorcycle rider,No,No,No
2752,Female,27,26_to_39,Motorcycle pillion passenger,No,No,No
2753,Male,79,75_or_older,Pedestrian,No,No,No
2754,Male,18,17_to_25,Motorcycle rider,No,No,No
2755,Female,49,40_to_64,Driver,No,No,No
2756,Male,35,26_to_39,Motorcycle rider,No,No,No
2757,Male,18,17_to_25,Motorcycle rider,No,No,No
2758,Male,21,17_to_25,Driver,No,No,No
2759,Male,32,26_to_39,Motorcycle pillion passenger,No,No,No
2760,Male,22,17_to_25,Driver,No,No,No
2761,Male,43,40_to_64,Driver,No,No,No
2762,Female,90,75_or_older,Pedestrian,No,No,No
2763,Female,28,26_to_39,Driver,No,No,No
2764,Female,57,40_to_64,Motorcycle rider,No,No,No
2765,Male,53,40_to_64,Motorcycle rider,No,No,No
2766,Female,62,40_to_64,Passenger,Yes,No,No
2767,Male,50,40_to_64,Driver,No,No,Yes
2768,Female,12,0_to_16,Pedestrian,No,No,No
2769,Male,14,0_to_16,Passenger,No,No,No
2770,Male,51,40_to_64,Driver,No,No,No
2771,Male,60,40_to_64,Driver,No,No,No
2772,Male,49,40_to_64,Motorcycle rider,No,No,No
2773,Male,29,26_to_39,Driver,No,Yes,No
2774,Male,18,17_to_25,Driver,No,No,No
2775,Male,16,0_to_16,Motorcycle rider,No,No,No
2776,Male,87,75_or_older,Pedestrian,No,No,No
2777,Male,62,40_to_64,Pedal cyclist,No,No,No
2778,Male,27,26_to_39,Motorcycle rider,No,No,No
2779,Male,33,26_to_39,Driver,No,No,No
2780,Male,40,40_to_64,Driver,No,No,No
2781,Male,42,40_to_64,Motorcycle rider,No,No,No
2782,Male,60,40_to_64,Motorcycle rider,No,No,No
2783,Male,32,26_to_39,Motorcycle rider,No,No,No
2784,Male,8,0_to_16,Pedestrian,No,No,No
2785,Male,51,40_to_64,Motorcycle rider,No,No,No
2786,Male,24,17_to_25,Motorcycle rider,No,Yes,No
2787,Male,27,26_to_39,Passenger,No,No,No
2788,Male,30,26_to_39,Passenger,No,No,No
2789,Male,32,26_to_39,Driver,No,No,No
2790,Male,36,26_to_39,Passenger,No,No,No
2791,Male,71,65_to_74,Driver,No,No,Yes
2792,Male,48,40_to_64,Driver,No,No,Yes
2793,Male,47,40_to_64,Pedestrian,No,No,No
2794,Male,20,17_to_25,Motorcycle rider,No,No,No
2795,Male,18,17_to_25,Passenger,No,No,No
2796,Male,65,65_to_74,Driver,No,No,Yes
2797,Male,46,40_to_64,Driver,No,No,No
2798,Male,22,17_to_25,Passenger,No,No,No
2799,Male,26,26_to_39,Driver,No,No,No
2800,Male,23,17_to_25,Passenger,No,No,No
2801,Male,34,26_to_39,Driver,No,No,No
2802,Male,49,40_to_64,Driver,No,No,No
2803,Male,18,17_to_25,Pedestrian,No,No,No
2804,Male,19,17_to_25,Driver,No,No,No
2805,Male,37,26_to_39,Driver,No,No,No
2806,Male,23,17_to_25,Passenger,No,No,No
2807,Female,23,17_to_25,Driver,No,No,No
2808,Female,19,17_to_25,Driver,No,No,No
2809,Male,44,40_to_64,Motorcycle rider,No,No,No
2810,Male,62,40_to_64,Motorcycle rider,No,No,No
2811,Female,29,26_to_39,Driver,No,No,No
2812,Male,82,75_or_older,Driver,No,No,No
2813,Male,66,65_to_74,Driver,No,No,No
2814,Female,57,40_to_64,Driver,No,No,No
2815,Male,54,40_to_64,Driver,No,No,No
2816,Female,42,40_to_64,Driver,No,No,No
2817,Male,76,75_or_older,Driver,No,No,No
2818,Male,60,40_to_64,Driver,No,No,No
2819,Male,28,26_to_39,Pedestrian,No,No,No
2820,Male,62,40_to_64,Driver,No,No,No
2821,Male,79,75_or_older,Motorcycle rider,No,No,No
2822,Male,53,40_to_64,Motorcycle rider,No,No,No
2823,Male,76,75_or_older,Pedestrian,No,No,No
2824,Male,72,65_to_74,Motorcycle rider,No,Yes,No
2825,Male,28,26_to_39,Motorcycle rider,No,No,No
2826,Female,72,65_to_74,Driver,No,No,No
2827,Male,20,17_to_25,Motorcycle rider,No,No,No
2828,Male,54,40_to_64,Driver,No,No,No
2829,Male,22,17_to_25,Motorcycle rider,No,No,No
2830,Male,21,17_to_25,Driver,No,No,No
2831,Male,90,75_or_older,Pedestrian,No,No,No
2832,Male,19,17_to_25,Driver,No,No,Yes
2833,Male,53,40_to_64,Pedal cyclist,No,No,No
2834,Female,68,65_to_74,Driver,No,No,No
2835,Male,63,40_to_64,Driver,No,Yes,No
2836,Male,52,40_to_64,Driver,No,Yes,No
2837,Female,42,40_to_64,Driver,No,No,No
2838,Male,63,40_to_64,Motorcycle rider,No,Yes,No
2839,Male,25,17_to_25,Driver,No,Yes,No
2840,Male,60,40_to_64,Driver,No,No,No
2841,Male,80,75_or_older,Pedal cyclist,No,Yes,No
2842,Male,70,65_to_74,Motorcycle rider,No,No,No
2843,Female,52,40_to_64,Driver,No,No,No
2844,Male,27,26_to_39,Motorcycle rider,No,No,No
2845,Female,76,75_or_older,Driver,No,No,No
2846,Female,51,40_to_64,Pedestrian,No,No,No
2847,Male,54,40_to_64,Motorcycle rider,No,No,No
2848,Female,63,40_to_64,Driver,No,No,No
2849,Male,80,75_or_older,Driver,No,No,No
2850,Male,38,26_to_39,Motorcycle rider,No,No,No
2851,Female,55,40_to_64,Driver,No,No,No
2852,Female,72,65_to_74,Passenger,No,No,No
2853,Male,50,40_to_64,Driver,No,No,No
2854,Male,30,26_to_39,Motorcycle rider,No,No,No
2855,Female,44,40_to_64,Driver,No,No,No
2856,Male,40,40_to_64,Driver,Yes,Yes,No
2857,Male,72,65_to_74,Passenger,No,No,No
2858,Male,70,65_to_74,Pedestrian,No,No,No
2859,Female,19,17_to_25,Pedestrian,No,No,No
2860,Male,49,40_to_64,Driver,No,No,Yes
2861,Male,61,40_to_64,Driver,No,No,No
2862,Male,25,17_to_25,Pedestrian,No,No,No
2863,Male,51,40_to_64,Driver,No,No,No
2864,Female,52,40_to_64,Driver,No,No,No
2865,Female,17,17_to_25,Driver,No,No,No
2866,Male,17,17_to_25,Driver,No,No,No
2867,Male,69,65_to_74,Passenger,No,No,No
2868,Male,39,26_to_39,Motorcycle rider,No,No,No
2869,Male,73,65_to_74,Motorcycle rider,No,No,No
2870,Male,22,17_to_25,Driver,No,No,No
2871,Female,47,40_to_64,Passenger,No,No,No
2872,Male,65,65_to_74,Driver,No,No,No
2873,Male,68,65_to_74,Driver,No,No,No
2874,Male,21,17_to_25,Driver,No,No,No
2875,Male,28,26_to_39,Driver,No,No,No
2876,Male,44,40_to_64,Driver,No,No,No
2877,Male,27,26_to_39,Passenger,No,No,No
2878,Female,22,17_to_25,Driver,No,No,No
2879,Female,46,40_to_64,Driver,No,No,No
2880,Female,64,40_to_64,Driver,No,Yes,No
2881,Male,17,17_to_25,Passenger,No,No,No
2882,Male,20,17_to_25,Driver,No,No,No
2883,Male,18,17_to_25,Driver,No,No,No
2884,Male,19,17_to_25,Driver,No,No,Yes
2885,Female,14,0_to_16,Passenger,No,No,No
2886,Male,30,26_to_39,Pedestrian,No,No,No
2887,Male,17,17_to_25,Motorcycle rider,No,No,No
2888,Female,26,26_to_39,Driver,No,No,No
2889,Male,43,40_to_64,Motorcycle rider,No,No,No
2890,Male,80,75_or_older,Motorcycle rider,No,No,No
2891,Male,61,40_to_64,Driver,No,No,No
2892,Male,57,40_to_64,Motorcycle rider,No,No,No
2893,Male,62,40_to_64,Motorcycle rider,No,No,No
2894,Male,29,26_to_39,Driver,No,No,No
2895,Male,60,40_to_64,Driver,No,No,Yes
2896,Male,23,17_to_25,Motorcycle rider,No,No,No
2897,Male,45,40_to_64,Driver,No,No,Yes
2898,Female,22,17_to_25,Driver,No,No,Yes
2899,Male,55,40_to_64,Motorcycle rider,No,No,No
2900,Male,78,75_or_older,Motorcycle rider,No,No,No
2901,Male,79,75_or_older,Passenger,No,No,No
2902,Female,69,65_to_74,Passenger,No,No,No
2903,Female,47,40_to_64,Motorcycle rider,No,No,No
2904,Female,49,40_to_64,Motorcycle rider,No,No,No
2905,Male,46,40_to_64,Driver,No,No,Yes
2906,Male,78,75_or_older,Driver,No,No,No
2907,Male,26,26_to_39,Motorcycle rider,No,No,No
2908,Male,50,40_to_64,Driver,No,No,No
2909,Male,15,0_to_16,Driver,No,No,No
2910,Male,6,0_to_16,Passenger,No,No,Yes
2911,Male,58,40_to_64,Pedal cyclist,No,No,No
2912,Male,46,40_to_64,Passenger,No,Yes,No
2913,Male,52,40_to_64,Driver,No,Yes,No
2914,Male,40,40_to_64,Driver,No,Yes,No
2915,Male,50,40_to_64,Pedestrian,No,No,No
2916,Male,51,40_to_64,Driver,No,No,Yes
2917,Male,46,40_to_64,Motorcycle rider,No,No,No
2918,Male,38,26_to_39,Driver,No,No,No
2919,Male,5,0_to_16,Passenger,No,No,No
2920,Male,39,26_to_39,Motorcycle pillion passenger,No,Yes,No
2921,Male,21,17_to_25,Motorcycle rider,No,No,No
2922,Male,79,75_or_older,Driver,No,No,No
2923,Female,23,17_to_25,Pedestrian,No,No,Yes
2924,Male,56,40_to_64,Driver,No,Yes,No
2925,Female,80,75_or_older,Driver,No,No,No
2926,Male,14,0_to_16,Motorcycle rider,No,Yes,No
2927,Female,29,26_to_39,Driver,No,No,No
2928,Male,33,26_to_39,Motorcycle rider,No,No,No
2929,Female,37,26_to_39,Passenger,No,No,No
2930,Female,36,26_to_39,Driver,No,No,No
2931,Male,94,75_or_older,Driver,No,Yes,No
2932,Male,40,40_to_64,Driver,No,No,No
2933,Female,43,40_to_64,Passenger,No,No,No
2934,Female,21,17_to_25,Driver,No,No,No
2935,Female,65,65_to_74,Pedestrian,No,No,No
2936,Male,22,17_to_25,Motorcycle rider,No,No,No
2937,Male,20,17_to_25,Motorcycle rider,No,No,No
2938,Male,31,26_to_39,Driver,No,No,No
2939,Female,18,17_to_25,Pedestrian,No,No,No
2940,Female,37,26_to_39,Pedestrian,No,No,No
2941,Female,16,0_to_16,Passenger,No,No,No
2942,Male,26,26_to_39,Driver,No,No,No
2943,Male,65,65_to_74,Driver,No,No,No
2944,Male,74,65_to_74,Pedal cyclist,No,No,No
2945,Male,25,17_to_25,Motorcycle rider,No,No,No
2946,Female,59,40_to_64,Pedestrian,No,No,Yes
2947,Male,3,0_to_16,Pedestrian,No,No,No
2948,Male,29,26_to_39,Driver,No,No,No
2949,Male,64,40_to_64,Motorcycle rider,No,No,No
2950,Female,84,75_or_older,Passenger,No,Yes,No
2951,Male,10,0_to_16,Passenger,No,No,No
2952,Male,66,65_to_74,Driver,No,No,No
2953,Male,70,65_to_74,Pedestrian,No,No,No
2954,Female,12,0_to_16,Passenger,No,No,No
2955,Male,31,26_to_39,Motorcycle rider,No,No,No
2956,Male,51,40_to_64,Motorcycle rider,No,No,No
2957,Female,44,40_to_64,Passenger,No,No,No
2958,Male,22,17_to_25,Motorcycle rider,No,No,No
2959,Male,49,40_to_64,Driver,No,No,No
2960,Male,58,40_to_64,Passenger,No,No,No
2961,Male,33,26_to_39,Driver,No,No,Yes
2962,Male,21,17_to_25,Motorcycle rider,No,No,No
2963,Female,34,26_to_39,Passenger,No,No,No
2964,Female,68,65_to_74,Passenger,No,No,No
2965,Male,61,40_to_64,Motorcycle rider,No,No,Yes
2966,Female,2,0_to_16,Passenger,No,No,No
2967,Female,62,40_to_64,Passenger,No,No,No
2968,Male,36,26_to_39,Driver,No,No,No
2969,Male,21,17_to_25,Motorcycle rider,No,No,No
2970,Male,22,17_to_25,Motorcycle rider,No,No,No
2971,Male,31,26_to_39,Pedestrian,No,No,No
2972,Male,48,40_to_64,Motorcycle rider,No,No,No
2973,Male,65,65_to_74,Motorcycle rider,No,No,No
2974,Female,72,65_to_74,Driver,No,No,No
2975,Male,59,40_to_64,Motorcycle rider,No,No,No
2976,Male,47,40_to_64,Driver,No,No,No
2977,Male,53,40_to_64,Motorcycle rider,No,No,No
2978,Male,57,40_to_64,Driver,No,No,No
2979,Male,56,40_to_64,Driver,No,No,Yes
2980,Male,54,40_to_64,Pedal cyclist,No,No,No
2981,Female,36,26_to_39,Passenger,No,No,No
2982,Female,37,26_to_39,Pedestrian,No,No,No
2983,Male,27,26_to_39,Pedestrian,No,No,No
2984,Male,27,26_to_39,Pedestrian,No,No,No
2985,Male,17,17_to_25,Driver,No,No,No
2986,Male,25,17_to_25,Driver,No,No,No
2987,Male,49,40_to_64,Motorcycle rider,No,No,No
2988,Male,42,40_to_64,Driver,No,No,Yes
2989,Male,40,40_to_64,Motorcycle rider,No,No,No
2990,Male,39,26_to_39,Driver,No,No,No
2991,Male,20,17_to_25,Pedal cyclist,No,No,No
2992,Male,18,17_to_25,Driver,No,Yes,No
2993,Male,56,40_to_64,Driver,No,No,No
2994,Female,76,75_or_older,Pedestrian,No,No,No
2995,Female,66,65_to_74,Pedestrian,No,No,No
2996,Male,38,26_to_39,Driver,No,No,No
